,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,259.5,91.5,194.0,1689.0,770.0,99.0,98.5,96.5,185.0,197.5,193.0,270.5,281.5,97.5,98.5
autowikibrowser.csv,710.0,97.5,388.0,1145.0,93.5,99.0,98.5,96.5,282.5,197.5,90.5,87.5,280.5,196.0,98.5
blue-c.csv,440.5,97.5,485.5,1587.5,1208.5,99.0,197.5,96.5,673.0,197.5,193.0,270.5,479.0,97.5,98.5
dynalloy.csv,467.5,95.5,485.5,797.0,1399.0,99.0,98.5,93.5,578.5,197.5,193.0,366.0,575.5,196.5,98.5
hydrogen.csv,658.5,97.5,485.5,1776.5,198.0,99.0,197.5,96.5,382.5,197.5,108.0,562.0,197.5,394.0,98.5
jcae.csv,231.5,97.5,288.5,261.5,86.5,99.0,94.5,96.5,185.0,93.5,304.0,44.5,98.5,196.0,90.5
lphant.csv,806.5,97.5,389.0,953.5,93.5,99.0,98.5,96.5,286.5,98.5,90.5,186.0,98.5,196.0,98.5
nosleepsoftware.csv,427.5,97.5,94.5,488.0,190.0,916.0,146.0,43.5,0.0,189.0,0.0,101.0,263.5,644.0,92.5
qgo.csv,1176.5,97.5,194.0,1407.0,190.0,99.0,98.5,96.5,385.5,197.5,95.5,562.0,98.5,196.0,98.5
quickfast.csv,1085.0,97.5,193.0,1400.0,197.5,99.0,98.5,96.5,754.5,197.5,90.5,562.0,98.5,394.0,94.5
rhex.csv,708.0,97.5,94.5,923.0,93.5,99.0,98.5,96.5,185.0,190.0,253.5,40.5,98.5,196.0,98.5
rocrail.csv,708.0,97.5,389.0,1504.0,93.5,99.0,98.5,96.5,286.5,98.5,90.5,276.5,280.5,277.5,96.5
virtuoso.csv,658.5,97.5,485.5,1776.5,198.0,99.0,197.5,96.5,771.5,188.0,90.5,562.0,98.5,394.0,86.5
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0
yield.csv,801.5,97.5,485.5,1776.5,93.5,99.0,98.5,96.5,385.5,197.5,193.0,366.0,377.0,196.0,98.5
