,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,0.0,0.0,245.0,6.0,5.0,1.0,2.0,61.0,20.0,1.0
libtorrent.csv,0.0,0.0,4.0,0.0,0.0,0.0,4.0,32.0,2.0,5.0
mcmc-jags.csv,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0
nebuladevice.csv,0.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0
olap-navigator.csv,0.0,0.0,12.0,0.0,1.0,0.0,3.0,50.0,14.0,5.0
pidgin.csv,0.0,0.0,5.0,0.0,0.0,0.0,0.0,54.0,1.0,1.0
salasaga.csv,0.0,0.0,39.0,0.0,1.0,1.0,4.0,0.0,5.0,6.0
sepgsql.csv,0.0,0.0,0.0,0.0,3.0,114.0,0.0,184.0,85.0,0.0
xstore.csv,1.0,10.0,7.0,7.0,4.0,0.0,0.0,61.0,3.0,1.0
xtreemfs.csv,0.0,0.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
