,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.55,0.68,0.58,0.68,0.13,0.05,0.51,0.45,0.63,0.55,0.44,0.72,0.5,1.0
bibedt.csv,0.51,0.77,0.26,0.42,0.07,0.43,0.35,0.92,0.23,0.18,0.06,0.33,0.4,0.51
brlcad.csv,0.96,0.49,0.21,0.05,0.21,0.31,0.37,0.59,0.27,0.45,0.0,0.3,0.57,0.19
co-ode-owl-plugins.csv,0.06,0.0,0.16,0.43,0.95,0.22,0.09,0.0,0.04,0.51,0.06,0.17,0.02,0.17
firebreath.csv,0.55,0.76,0.94,0.31,0.34,0.65,0.13,0.5,0.39,0.26,0.06,0.58,0.37,0.27
fltk.csv,0.49,0.7,0.52,0.99,0.32,0.48,0.52,0.44,0.68,0.64,0.17,0.47,0.47,0.63
glas.csv,0.52,0.1,0.27,0.12,0.25,0.22,0.32,0.23,0.43,0.0,0.93,0.0,0.32,0.41
gretl.csv,0.35,0.49,0.58,0.66,0.48,0.49,0.99,0.53,0.61,0.2,0.41,0.5,0.39,0.39
konversation.csv,0.15,0.86,0.04,0.33,0.07,0.28,0.31,0.0,0.19,0.0,0.0,0.0,0.25,0.36
micomt.csv,0.04,0.2,0.29,0.26,0.42,0.39,0.1,0.24,0.3,0.93,0.0,0.17,0.44,0.0
openxava.csv,0.18,0.62,0.26,0.39,0.13,0.95,0.43,0.53,0.12,0.27,0.36,0.7,0.28,0.64
sumatrapdf.csv,0.34,0.73,0.52,0.68,0.43,0.62,0.59,0.41,0.98,0.4,0.34,0.89,0.53,0.54
tweetsharp.csv,0.51,0.7,0.49,0.55,0.75,0.49,0.35,0.63,0.52,0.53,0.47,0.55,0.98,0.47
wxcode.csv,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.06,0.0
