,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.15,0.47,0.23,0.38,0.32,0.55,0.48,0.61,0.38,0.33,0.35,0.69,0.51,0.38,0.13,1.0
aztec.csv,0.02,0.52,0.23,0.44,0.64,0.05,0.0,0.0,0.0,0.93,0.18,0.26,0.06,0.48,0.58,0.6
bl-toolkit.csv,0.17,0.37,0.28,0.58,0.26,0.98,0.27,0.47,0.17,0.0,0.49,0.56,0.32,0.47,0.24,0.26
co-ode-owl-plugins.csv,0.02,0.14,0.06,0.49,1.0,0.12,0.35,0.2,0.0,0.0,0.04,0.27,0.21,0.32,0.09,0.39
gbif-indexingtoolkit.csv,0.0,0.06,0.33,1.0,0.07,0.28,0.24,0.25,0.06,0.42,0.31,0.5,0.23,0.3,0.27,0.05
gnukeda.csv,0.12,0.61,0.64,0.55,0.67,0.44,0.98,0.55,0.3,0.42,0.43,0.69,0.5,0.61,0.42,0.57
motu.csv,0.0,0.34,0.12,0.47,0.58,0.07,0.04,0.0,0.06,0.05,0.2,1.0,0.06,0.32,0.39,0.0
oscarmcmaster.csv,0.09,0.09,0.33,0.21,0.07,0.45,0.16,0.0,0.04,0.05,0.33,0.1,0.18,0.95,0.14,0.13
pamguard.csv,0.0,0.4,0.47,0.31,0.44,0.55,0.48,0.49,0.43,0.78,0.98,0.27,0.45,0.27,0.12,0.0
prelude.csv,0.96,0.48,0.43,0.51,0.36,0.5,0.48,0.56,0.13,0.32,0.13,0.32,0.38,0.35,0.46,0.3
qdvdauthor.csv,0.34,0.23,0.54,0.0,0.07,0.6,0.53,0.57,0.39,0.4,0.46,0.0,0.98,0.13,0.09,0.13
qlc.csv,0.0,0.02,0.28,0.0,0.07,0.1,0.3,1.0,0.04,0.0,0.06,0.1,0.26,0.07,0.01,0.0
scite-ru.csv,0.41,0.48,0.8,0.09,0.61,0.4,0.13,0.17,0.29,0.32,0.13,0.49,0.59,0.53,0.47,0.0
tencompetence.csv,0.22,0.51,0.17,0.39,0.2,0.3,0.34,0.71,0.63,0.05,0.17,0.35,0.54,0.34,0.98,0.04
trackit.csv,0.36,0.99,0.56,0.55,0.63,0.38,0.55,0.68,0.54,0.51,0.51,0.68,0.62,0.44,0.46,0.6
yaprm.csv,0.3,0.14,0.12,0.31,0.2,0.25,0.39,0.51,0.98,0.48,0.31,0.18,0.29,0.13,0.49,0.0
