,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.03,0.03,0.81,0.45,0.75,0.1,0.24,0.43,0.4,0.14,0.75,0.38,1.0,0.48,0.31,0.7,0.21
blogentis.csv,0.0,0.11,0.78,0.53,0.85,0.27,0.96,0.81,0.34,0.12,0.25,0.4,0.39,0.34,0.82,0.78,0.3
bochs.csv,0.09,0.14,0.86,0.47,0.81,0.11,0.27,0.41,0.99,0.25,0.31,0.38,0.5,0.31,0.3,0.73,0.45
galaxium.csv,0.02,0.08,0.92,0.5,1.0,0.06,0.21,0.29,0.27,0.12,0.0,0.43,0.38,0.94,0.34,0.67,0.42
gisgraphy.csv,0.01,0.1,0.83,0.54,0.75,0.07,0.22,0.27,0.52,0.14,0.16,0.37,0.53,0.29,0.12,0.69,1.0
haphazard.csv,0.0,0.09,0.87,0.5,0.67,0.06,0.6,0.51,0.57,1.0,0.13,0.23,0.29,0.21,0.81,0.71,0.38
ipfire-wall.csv,0.01,0.09,0.95,0.44,0.88,0.27,0.23,0.67,0.51,0.17,1.0,0.41,0.33,0.48,0.42,0.67,0.23
jmri.csv,0.04,0.11,0.88,1.0,0.83,0.1,0.21,0.27,0.38,0.2,0.29,0.26,0.47,0.32,0.12,0.76,0.28
jvcl.csv,0.0,1.0,1.0,0.47,1.0,0.03,0.18,0.21,0.0,0.21,0.0,0.0,0.43,0.0,0.64,0.0,0.39
kaffeine.csv,0.01,0.1,0.91,0.46,1.0,0.07,0.27,0.32,0.44,0.2,0.33,0.3,0.41,0.29,0.24,0.74,0.33
m-a-d-n-e-s-s.csv,0.0,0.09,0.96,0.56,1.0,0.09,0.24,0.26,0.68,0.22,0.41,0.96,0.46,0.24,0.27,0.85,0.49
magicwars.csv,0.01,0.1,0.87,0.46,0.81,0.07,0.25,0.99,0.42,0.21,0.31,0.3,0.41,0.28,0.35,0.73,0.32
nh3d.csv,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.0,0.0
opentibia.csv,0.01,0.1,1.0,0.51,0.84,0.09,0.27,0.78,0.45,0.15,0.33,0.31,0.4,0.3,0.51,0.73,0.38
sarasvati.csv,0.04,0.17,0.79,0.78,0.53,1.0,0.0,0.73,0.0,0.0,0.12,0.19,0.0,0.19,1.0,1.0,0.0
smartgwt.csv,0.01,0.09,0.73,0.49,0.64,0.11,0.39,0.73,0.45,0.15,0.33,0.29,0.42,0.37,1.0,0.78,0.43
tweetsharp.csv,0.0,0.08,0.95,0.55,0.82,0.12,0.3,0.31,0.44,0.25,0.33,0.28,0.73,0.3,0.13,1.0,0.48
