,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.24,0.23,0.25,0.45,0.09,0.41,0.42,0.25,0.07,0.35,0.03,0.13,0.0,0.18,0.34,0.2,0.31
blogentis.csv,0.05,0.38,0.5,0.26,0.18,0.07,0.01,0.03,0.24,0.4,0.16,0.15,0.63,0.22,0.03,0.13,0.79
bochs.csv,0.09,0.5,0.83,0.43,0.82,0.47,0.59,0.39,0.01,0.52,0.89,0.47,0.43,0.4,0.4,0.53,0.38
galaxium.csv,0.63,0.76,0.08,0.45,0.0,0.67,0.65,0.48,0.09,0.42,0.05,0.13,0.53,0.02,0.34,0.2,0.23
gisgraphy.csv,0.22,0.62,0.92,0.32,0.91,0.62,0.45,0.97,0.34,0.23,0.84,0.37,0.27,0.63,0.49,0.53,0.0
haphazard.csv,0.09,0.36,0.25,0.09,0.18,0.19,0.03,0.05,0.13,0.0,0.35,0.17,0.57,0.17,0.01,0.33,0.69
ipfire-wall.csv,0.59,0.48,0.08,0.25,0.09,0.05,0.35,0.04,0.17,0.48,0.0,0.27,0.4,0.15,0.18,0.13,0.5
jmri.csv,0.16,0.72,0.75,0.0,0.73,0.38,0.45,0.77,0.5,0.46,0.78,0.65,0.33,0.51,0.8,0.73,0.58
jvcl.csv,0.0,0.0,0.0,0.62,0.0,0.57,0.65,0.91,0.0,0.37,0.0,0.0,0.4,0.0,0.07,0.0,0.42
kaffeine.csv,0.83,1.0,0.67,0.88,0.0,0.88,0.87,1.0,0.94,0.98,1.0,0.95,1.0,0.97,0.99,1.0,0.88
m-a-d-n-e-s-s.csv,0.07,0.67,0.08,0.4,0.0,0.64,0.41,0.96,0.07,0.4,0.59,0.02,0.43,0.51,0.44,0.27,0.38
magicwars.csv,1.0,0.96,1.0,0.97,1.0,0.96,0.9,0.01,0.99,0.96,0.97,0.98,1.0,0.98,0.49,1.0,0.94
nh3d.csv,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.08,0.0,0.0
opentibia.csv,0.68,0.99,0.0,0.46,0.82,0.62,0.7,0.08,0.88,0.65,1.0,0.92,0.8,0.87,0.16,1.0,0.48
sarasvati.csv,0.07,0.14,0.58,0.02,0.82,0.0,0.0,0.02,0.08,0.0,0.38,0.35,0.0,0.3,0.0,0.0,0.02
smartgwt.csv,0.69,0.74,0.67,0.57,0.82,0.25,0.16,0.06,0.36,0.56,0.16,0.37,0.47,0.53,0.0,0.33,0.35
tweetsharp.csv,0.66,0.49,0.17,0.27,0.45,0.29,0.33,0.64,0.78,0.29,0.78,0.6,0.13,0.4,0.37,0.0,0.35
