,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.78,0.92,0.95,0.95,0.78,0.74,0.35,0.42,0.83,0.58,0.88,0.0,0.39,0.91,0.93,0.53,0.6,0.9,0.71,0.86
cuberok.csv,0.44,0.62,0.7,0.94,0.59,0.44,0.53,0.65,0.52,0.58,0.8,0.5,0.5,0.91,0.54,0.52,0.45,0.65,0.62,0.39
emisview.csv,0.86,0.69,0.83,0.0,0.88,0.6,0.52,0.54,0.48,0.0,0.95,0.88,0.56,0.67,0.94,0.53,0.0,0.5,0.88,0.88
jas.csv,0.45,0.54,0.76,0.57,0.94,0.48,0.64,0.61,0.39,0.56,0.5,0.87,0.77,0.94,0.94,0.57,0.45,0.48,0.67,0.88
jatlas.csv,0.93,0.64,0.62,0.86,0.61,0.53,0.39,0.53,0.5,0.76,0.96,0.57,0.43,0.8,0.48,0.53,0.88,0.87,0.88,0.6
javaprofiler.csv,0.4,0.47,0.59,0.46,0.41,0.48,0.64,0.47,0.38,0.42,0.75,0.44,0.56,0.6,0.47,0.48,0.49,0.4,0.5,0.38
jchassis.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.43,0.89,0.46,0.47,0.71,0.89,0.56,0.89,0.55,0.45,0.95,0.67,0.6,0.45,0.75,0.76,0.53,0.36,0.83,0.9
jrefactory.csv,0.42,0.61,0.75,0.35,0.56,0.52,0.0,0.83,0.42,0.42,0.73,0.45,0.85,0.58,0.48,0.78,0.54,0.42,0.44,0.37
kdenlive.csv,0.35,0.45,0.46,0.38,0.37,0.44,0.33,0.37,0.57,0.41,0.41,0.38,0.35,0.46,0.39,0.42,0.44,0.37,0.49,0.41
m-m-m.csv,0.37,0.43,0.74,0.48,0.42,0.42,0.61,0.59,0.42,0.39,0.68,0.46,0.48,0.58,0.46,0.59,0.48,0.41,0.43,0.36
octet.csv,0.85,0.56,0.62,0.67,0.56,0.53,0.31,0.38,0.57,0.64,0.42,0.71,0.35,0.62,0.54,0.46,0.0,0.56,0.62,0.69
opendvr.csv,0.9,0.57,0.46,0.8,0.59,0.79,0.5,0.53,0.89,0.92,0.55,0.5,0.38,0.75,0.53,0.45,0.71,0.79,0.95,0.9
opennms.csv,0.66,0.5,0.62,0.86,0.92,0.8,0.68,0.55,0.4,0.64,0.64,0.75,0.58,0.5,0.8,0.63,0.48,0.83,0.86,0.75
poormans.csv,0.93,0.9,0.6,0.5,0.75,0.56,0.33,0.45,0.0,0.89,0.94,0.83,0.55,0.5,0.54,0.48,0.0,0.89,0.83,0.62
power-architect.csv,0.43,0.42,0.55,0.45,0.41,0.46,0.5,0.44,0.37,0.39,0.49,0.52,0.43,0.59,0.39,0.48,0.44,0.38,0.44,0.4
rohxel.csv,0.4,0.8,0.0,0.75,0.92,0.56,0.71,0.92,0.44,0.53,0.0,0.78,0.86,0.0,0.0,0.91,0.56,0.57,0.92,0.73
synecdoche.csv,0.67,0.5,0.53,0.37,0.39,0.5,0.3,0.4,0.52,0.37,0.68,0.52,0.33,0.5,0.53,0.45,0.63,0.62,0.71,0.35
thedata.csv,0.38,0.51,0.59,0.34,0.58,0.47,0.49,0.47,0.47,0.43,0.53,0.53,0.38,0.63,0.62,0.5,0.46,0.35,0.49,0.89
x-ray-mule.csv,0.92,0.95,0.94,0.65,0.91,0.88,0.8,0.89,0.78,0.0,0.62,0.87,0.86,0.92,0.89,0.97,0.5,0.83,0.84,0.5
