,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,325.0,99.0,471.5,195.0,417.5,265.5,84.5,450.5,28.5,279.0,157.0,123.5,458.5
empserver.csv,197.5,99.0,755.0,195.0,1577.0,99.0,1367.5,2425.0,96.5,99.0,819.5,99.0,99.0
emulemorph.csv,98.5,0.0,0.0,1920.5,92.5,104.5,261.5,785.0,0.0,97.5,0.0,0.0,190.0
google-web-toolkit.csv,197.5,99.0,470.5,371.0,1182.5,99.0,1170.5,1787.5,195.0,87.5,1093.0,99.0,99.0
htmlunit.csv,197.5,99.0,188.0,195.0,295.0,97.5,466.5,2341.5,96.5,97.5,873.5,98.5,99.0
jaxen.csv,197.5,99.0,273.5,1339.5,787.5,99.0,459.5,2855.0,196.0,99.0,816.5,98.5,99.0
jguard.csv,197.5,99.0,863.5,195.0,1181.5,98.5,909.0,1444.0,97.5,99.0,659.0,98.5,99.0
kowari.csv,197.5,99.0,178.0,470.5,1186.5,99.0,996.5,1618.0,196.0,299.0,365.0,1210.0,99.0
maidsafe-dht.csv,197.5,99.0,184.0,470.5,4830.0,99.0,1079.0,1648.5,196.0,99.0,1006.5,97.5,98.5
mimosa.csv,197.5,99.0,569.5,690.0,1478.0,99.0,1362.5,2758.0,97.5,99.0,721.0,99.0,99.0
vdsf.csv,197.5,198.0,854.0,591.5,21713.5,99.0,1165.5,2738.5,196.0,99.0,997.5,99.0,97.5
xbrlapi.csv,98.5,0.0,362.5,84.5,17118.5,99.0,726.0,1765.0,97.5,0.0,2450.5,99.0,99.0
