,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.32,0.61,0.44,0.57,0.67,0.32,0.46,0.38,0.59,0.6,0.57,0.72
autowikibrowser.csv,0.31,0.68,0.61,0.55,0.7,0.17,0.39,0.32,0.65,0.68,0.54,0.75
cities3d.csv,0.0,0.59,0.34,0.46,0.21,0.29,0.42,0.0,0.34,0.57,0.49,0.04
firebird.csv,0.28,0.59,0.62,0.56,0.62,0.19,0.34,0.36,0.52,0.66,0.46,0.65
hydrogen.csv,0.29,0.63,0.69,0.53,0.65,0.16,0.53,0.0,0.57,0.62,0.35,0.71
lphant.csv,0.33,0.62,0.58,0.52,0.64,0.22,0.41,0.29,0.67,0.71,0.54,0.71
qgo.csv,0.25,0.89,0.67,0.59,0.64,0.17,0.43,0.3,0.57,0.66,0.43,0.79
quickfast.csv,0.24,0.57,0.63,0.44,0.36,0.15,0.33,0.3,0.59,0.6,0.41,0.79
rhex.csv,0.49,0.58,0.32,0.38,0.3,0.19,0.44,0.18,0.09,0.29,0.39,0.6
rocrail.csv,0.36,0.7,0.55,0.52,0.61,0.18,0.47,0.34,0.59,0.62,0.65,0.64
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0
yield.csv,0.21,0.68,0.66,0.53,0.76,0.16,0.28,0.36,0.61,0.63,0.45,0.74
