,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.62,0.0,0.24,0.99
emftriple.csv,0.0,1.0,0.0,0.5
fluent-nhibernate.csv,1.0,0.0,1.0,0.89
gpsmid.csv,1.0,0.02,0.21,0.59
