,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.23,0.24,0.43,0.61,0.79,0.0,0.46,0.9,0.15,0.47,0.18,0.44,0.13,0.03,0.9,0.35,0.0,0.74,0.0,0.88
alleg.csv,0.33,0.4,0.77,0.17,0.74,0.45,0.13,0.71,0.48,0.47,0.51,0.3,0.66,0.81,0.55,0.73,0.78,0.57,0.28,0.17
biodwh.csv,0.09,0.0,0.0,0.06,0.08,0.13,0.0,0.06,0.05,0.0,0.12,0.23,0.03,0.06,0.0,0.28,0.0,0.22,0.23,0.05
factor.csv,0.16,0.17,0.49,0.0,0.79,0.13,0.0,0.25,0.23,0.07,0.43,0.06,0.22,0.19,0.14,0.07,0.67,0.17,0.08,0.1
iaml.csv,0.28,0.26,0.17,0.68,0.31,0.27,0.27,0.1,0.28,0.16,0.26,0.44,0.26,0.12,0.45,0.63,0.0,0.61,0.25,0.12
icescrum.csv,0.19,0.31,0.15,0.29,0.38,0.16,0.19,0.24,0.21,0.37,0.24,0.44,0.23,0.19,0.55,0.69,0.0,0.57,0.44,0.22
jbasic.csv,0.58,0.65,0.7,0.38,0.59,1.0,0.46,0.48,0.93,0.47,0.97,0.77,0.45,0.78,0.0,0.86,0.56,1.0,0.45,0.44
jcache.csv,0.63,0.57,0.83,0.61,0.08,0.89,0.55,0.6,0.71,0.6,0.38,0.51,0.34,0.56,0.72,0.35,0.44,0.3,0.58,0.17
ktc.csv,0.21,0.21,0.49,0.29,0.56,0.55,0.33,0.58,0.36,0.47,0.3,0.34,0.32,0.59,0.62,0.34,0.22,0.26,0.36,0.05
moast.csv,0.22,0.28,0.04,1.0,0.97,1.0,0.79,0.47,0.11,1.0,0.28,0.38,0.38,0.56,0.03,0.94,1.0,0.17,1.0,0.76
natpad.csv,0.28,0.41,0.6,0.11,0.85,0.55,0.08,0.74,0.5,0.51,0.43,0.23,0.55,0.72,0.48,0.77,0.78,0.3,0.3,0.15
nebuladevice.csv,0.43,0.26,0.4,0.42,0.15,0.02,0.68,0.43,0.25,0.07,0.45,0.27,0.64,0.56,0.79,0.31,0.22,0.61,0.0,0.78
nosleepsoftware.csv,0.14,0.13,0.19,0.12,0.0,0.05,0.34,0.03,0.03,0.0,0.09,0.14,0.27,0.22,0.38,0.13,0.0,0.22,0.12,0.02
pixel-commandos.csv,0.11,0.11,0.04,0.08,0.49,0.15,0.24,0.17,0.26,0.4,0.01,0.18,0.07,0.12,0.03,0.11,0.0,0.0,0.05,0.0
riff-evolve.csv,0.28,0.23,0.3,0.14,0.62,0.31,0.39,0.23,0.21,0.63,0.12,0.31,0.2,0.34,0.72,0.59,0.0,0.22,0.22,0.22
rosegarden.csv,0.39,0.24,0.43,0.45,0.15,0.51,0.3,0.88,0.42,0.51,0.29,0.65,0.3,0.5,0.59,0.27,0.33,0.57,0.44,0.27
smarttag.csv,0.7,0.64,0.79,0.26,0.36,0.35,0.46,0.67,0.84,0.44,0.72,0.72,0.76,0.81,0.97,0.65,0.11,0.96,0.22,0.32
wxcode.csv,0.18,0.16,0.13,0.23,0.08,0.29,0.3,0.46,0.3,0.09,0.18,0.41,0.15,0.22,0.38,0.14,0.11,0.3,0.19,0.22
xined.csv,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.22
zemljanka.csv,0.83,0.87,0.74,1.0,0.79,0.58,0.97,0.55,0.8,0.81,0.76,0.82,0.71,0.47,0.86,0.97,0.0,1.0,0.83,1.0
