,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.48,0.5,1.09,0.89,0.84,1.0,0.62,0.92,0.37,0.76,0.34,0.69,0.52,0.9,0.9,0.68,1.0,0.74,1.0,0.94
alleg.csv,0.5,0.56,0.79,0.58,0.82,0.5,0.82,0.73,0.65,0.68,0.59,0.5,0.83,0.85,0.99,0.8,0.84,0.59,0.4,0.7
biodwh.csv,0.76,0.97,1.0,0.75,0.86,0.84,0.98,0.94,0.9,1.0,0.58,0.77,1.0,0.69,1.0,0.29,0.72,0.83,0.5,0.8
factor.csv,0.74,0.87,1.0,0.94,0.82,0.86,0.92,0.59,0.74,0.6,0.43,1.0,0.78,0.71,1.01,0.84,1.04,0.18,0.73,0.98
iaml.csv,0.47,0.68,0.71,0.72,0.91,0.54,0.45,0.83,0.57,0.91,0.5,0.64,0.26,0.64,1.01,0.68,0.57,0.84,0.68,0.4
icescrum.csv,0.52,0.47,0.64,0.48,0.63,0.77,0.79,0.76,0.67,0.55,0.62,0.69,0.55,0.37,0.94,0.71,0.74,0.73,0.53,0.55
jbasic.csv,0.66,0.71,0.71,0.42,0.77,1.0,0.81,0.69,0.93,0.68,0.97,0.78,0.52,0.79,1.0,0.86,0.63,1.02,0.53,0.6
jcache.csv,0.64,0.61,0.85,0.62,0.79,0.9,0.83,0.61,0.73,0.61,0.69,0.52,0.34,0.6,0.72,0.55,0.62,0.7,0.68,0.18
ktc.csv,0.34,0.43,0.66,0.43,0.58,0.66,0.81,0.62,0.52,0.68,0.42,0.63,0.41,0.61,0.73,0.6,0.59,0.75,0.47,0.44
moast.csv,0.96,0.79,1.0,1.0,0.97,1.0,0.84,0.62,0.87,1.0,0.9,0.77,1.07,0.74,0.05,0.94,1.0,0.97,1.0,0.92
natpad.csv,0.44,0.54,0.96,0.77,0.86,0.58,0.72,0.76,0.6,0.55,0.52,0.64,0.74,0.79,0.81,0.84,0.83,0.34,0.36,0.63
nebuladevice.csv,0.61,0.76,0.51,0.86,0.8,0.94,0.92,0.91,0.93,1.0,0.73,0.43,0.98,0.89,0.98,0.97,0.85,0.63,1.0,1.11
nosleepsoftware.csv,0.9,0.9,0.37,0.94,1.0,0.79,0.89,0.98,0.97,1.0,0.86,0.68,1.04,1.02,1.05,0.93,0.98,0.98,0.94,0.91
pixel-commandos.csv,0.82,0.73,1.0,0.81,0.75,0.9,0.69,0.71,0.75,0.64,1.0,0.89,0.07,0.85,0.26,0.76,0.9,0.98,0.88,0.76
riff-evolve.csv,0.41,0.47,1.04,0.71,0.71,0.76,0.65,0.4,0.51,0.64,0.31,0.74,0.32,0.54,0.72,0.61,0.9,0.53,0.56,0.26
rosegarden.csv,0.42,0.37,0.81,0.51,0.8,0.64,0.73,0.89,0.52,0.55,0.29,0.66,0.3,0.57,0.96,0.57,0.56,0.91,0.48,0.28
smarttag.csv,0.71,0.68,0.81,0.74,0.56,0.72,0.69,0.78,0.87,0.75,0.74,0.72,0.76,0.81,1.31,0.67,0.82,0.96,0.51,0.36
wxcode.csv,0.4,0.5,0.64,0.61,1.0,0.7,0.87,0.69,0.52,0.71,0.18,0.53,0.52,0.57,1.05,0.68,0.75,0.98,0.63,0.3
xined.csv,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66,1.0,0.42
zemljanka.csv,0.85,0.89,0.77,1.0,0.79,0.7,0.97,0.7,0.84,0.87,0.81,0.83,0.71,0.57,0.86,0.97,0.19,1.0,0.84,1.0
