,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.51,0.57,0.65,0.85,0.51,0.0,0.71,0.49,0.75,0.42,0.79,0.5,0.79,0.67,0.41,0.83,0.0,0.46,0.0,0.64
alleg.csv,0.45,0.45,0.39,0.69,0.5,0.47,0.98,0.39,0.46,0.44,0.5,0.53,0.52,0.3,0.56,0.38,0.41,0.38,0.39,0.61
biodwh.csv,0.95,0.75,0.0,0.85,0.8,0.91,0.67,0.92,0.89,0.0,0.83,0.75,0.67,0.88,0.0,0.48,0.54,0.77,0.44,0.89
factor.csv,0.8,0.98,0.72,0.75,0.4,0.95,0.91,0.74,0.78,0.86,0.53,0.75,0.86,0.75,0.75,0.86,0.98,0.51,0.94,0.8
iaml.csv,0.54,0.7,0.69,0.51,0.86,0.44,0.59,0.96,0.71,0.88,0.67,0.49,0.61,0.82,0.74,0.46,0.51,0.55,0.62,0.5
icescrum.csv,0.58,0.49,0.69,0.47,0.45,0.61,0.66,0.6,0.67,0.41,0.62,0.45,0.57,0.47,0.58,0.42,0.58,0.43,0.34,0.58
jbasic.csv,0.44,0.44,0.55,0.51,0.6,0.45,0.54,0.77,0.45,0.48,0.4,0.36,0.5,0.36,0.0,0.39,0.39,0.47,0.35,0.58
jcache.csv,0.39,0.47,0.4,0.41,0.83,0.44,0.45,0.46,0.48,0.43,0.62,0.41,0.51,0.36,0.39,0.47,0.49,0.73,0.49,0.41
ktc.csv,0.42,0.51,0.38,0.45,0.44,0.38,0.53,0.41,0.49,0.4,0.5,0.52,0.44,0.34,0.45,0.47,0.44,0.5,0.36,0.48
moast.csv,0.98,0.99,0.5,0.43,0.38,0.45,0.47,0.44,0.94,0.4,0.95,0.72,0.97,0.43,0.44,0.35,0.45,0.83,0.43,0.7
natpad.csv,0.44,0.47,0.47,0.73,0.4,0.45,0.94,0.37,0.41,0.37,0.5,0.73,0.54,0.33,0.54,0.35,0.42,0.43,0.36,0.53
nebuladevice.csv,0.51,0.64,0.47,0.95,0.89,0.83,0.64,0.86,0.89,0.67,0.57,0.55,0.44,0.54,0.76,0.83,0.79,0.5,0.0,0.9
nosleepsoftware.csv,0.97,0.98,0.55,0.92,0.0,0.86,0.69,0.8,0.8,0.0,0.88,0.93,0.68,0.86,0.93,0.9,0.75,0.86,0.91,0.75
pixel-commandos.csv,0.97,0.98,0.5,0.94,0.56,0.94,0.88,0.98,0.98,0.59,0.0,0.93,0.9,0.86,0.57,0.91,0.95,0.0,0.88,0.88
riff-evolve.csv,0.43,0.55,0.71,0.54,0.39,0.52,0.54,0.54,0.57,0.33,0.64,0.56,0.57,0.41,0.39,0.31,0.95,0.42,0.46,0.37
rosegarden.csv,0.38,0.52,0.48,0.47,0.89,0.37,0.57,0.45,0.44,0.4,0.62,0.36,0.55,0.37,0.58,0.6,0.41,0.52,0.43,0.43
smarttag.csv,0.37,0.43,0.36,0.53,0.5,0.45,0.49,0.54,0.44,0.39,0.43,0.34,0.41,0.36,0.54,0.32,0.84,0.41,0.43,0.41
wxcode.csv,0.45,0.58,0.67,0.43,0.67,0.46,0.59,0.62,0.46,0.86,0.67,0.44,0.75,0.5,0.94,0.86,0.54,0.8,0.52,0.42
xined.csv,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.52
zemljanka.csv,0.43,0.43,0.46,0.43,0.44,0.43,0.4,0.59,0.53,0.45,0.46,0.37,0.43,0.54,0.39,0.35,0.48,0.4,0.45,0.53
