,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.3,0.83,1.0,0.9,0.8,0.94,0.98,0.92,0.8,1.0,0.99,0.97,0.98,1.0,1.0,0.89
calcubetimer.csv,0.45,0.33,0.15,0.76,0.25,0.68,0.05,0.82,0.98,0.25,0.89,0.45,0.53,0.16,0.33,0.32
chaosrts.csv,0.55,0.17,0.78,0.63,0.1,0.37,0.26,0.69,0.47,0.5,0.33,0.32,0.49,0.62,0.15,0.16
dxengine.csv,0.2,0.33,0.11,0.33,0.9,0.36,0.66,0.54,0.23,1.0,0.0,0.47,0.37,0.42,0.67,0.32
freedom-erp.csv,0.75,0.0,0.78,0.04,0.1,0.07,0.04,0.55,0.0,0.25,0.29,0.15,0.67,0.0,0.67,0.84
joustsim.csv,0.55,0.67,0.33,0.63,0.2,0.83,0.52,0.26,0.87,0.25,0.26,0.23,0.57,0.89,0.63,0.16
jsidplay2.csv,0.35,0.0,0.48,0.27,0.25,0.18,0.14,0.58,0.12,0.75,0.89,0.55,0.39,0.15,0.0,0.74
madman.csv,0.6,0.0,0.19,0.22,0.25,0.73,0.34,0.35,0.1,0.25,0.1,0.55,0.2,0.3,0.52,0.63
mclient-mume.csv,0.3,0.83,0.15,0.67,0.15,0.17,0.59,0.0,0.47,0.0,0.04,0.0,0.35,0.69,0.22,0.16
primefaces.csv,0.95,0.83,1.0,0.98,0.7,0.81,0.82,1.0,1.0,0.75,0.23,1.0,1.0,1.0,0.26,0.74
reaper3d.csv,0.25,0.17,0.07,0.31,0.4,0.21,0.2,0.25,0.08,0.0,0.39,0.02,0.14,0.32,0.56,0.16
sblim.csv,0.1,0.0,0.56,0.35,0.05,0.17,0.01,0.02,0.87,0.0,0.09,0.1,0.82,0.1,0.07,0.05
sevenupdate.csv,1.0,0.0,0.67,0.92,0.95,0.98,0.99,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0
springside.csv,0.5,0.5,0.3,0.43,0.3,0.31,0.23,0.45,0.28,0.0,0.11,0.03,0.47,0.75,0.7,0.21
swtfox.csv,0.65,0.67,0.89,0.06,0.8,0.3,0.95,0.23,0.1,1.0,0.06,0.58,0.88,0.77,1.0,0.63
tmva.csv,1.0,1.0,0.63,0.57,1.0,0.81,0.61,0.86,0.27,1.0,1.0,1.0,0.45,0.74,0.81,0.95
