,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.93,0.88,0.53,0.31,0.75,0.19,0.34,0.39,0.74,0.93,0.58,0.15,0.14,0.07,0.6,0.88
calcubetimer.csv,0.79,0.88,0.0,0.36,0.89,0.28,0.29,0.25,0.71,0.98,0.61,0.29,0.16,0.06,0.5,0.88
chaosrts.csv,0.85,0.95,0.48,0.27,0.87,0.14,0.57,0.42,0.83,0.92,0.61,0.24,0.2,0.09,0.78,0.97
dxengine.csv,0.84,0.78,0.82,0.56,0.66,0.36,0.3,0.42,0.77,0.69,0.0,0.15,0.25,0.11,0.58,0.74
freedom-erp.csv,0.82,1.0,0.55,0.33,0.93,0.33,0.43,0.25,1.0,0.97,0.78,0.25,0.2,0.0,0.51,0.89
joustsim.csv,0.86,0.92,0.72,0.43,0.78,0.2,0.3,0.5,0.68,0.96,0.33,0.42,0.2,0.07,0.63,0.91
jsidplay2.csv,0.77,1.0,0.32,0.18,0.91,0.06,0.07,0.24,0.87,0.94,0.61,0.08,0.05,0.06,0.0,0.85
madman.csv,0.84,1.0,0.71,0.42,0.76,0.27,0.33,0.45,0.88,0.92,0.61,0.21,0.41,0.12,0.59,0.89
mclient-mume.csv,0.89,0.85,0.87,0.32,0.57,0.46,0.3,1.0,0.77,1.0,0.0,1.0,0.15,0.07,0.67,0.94
primefaces.csv,0.81,0.86,0.53,0.35,0.75,0.22,0.36,0.38,0.73,0.92,0.5,0.15,0.14,0.07,0.82,0.9
reaper3d.csv,0.86,0.96,0.78,0.47,0.79,0.38,0.42,0.47,0.74,1.0,0.58,0.67,0.22,0.16,0.57,0.62
sblim.csv,0.71,1.0,0.62,0.53,0.91,0.55,0.0,0.0,0.68,1.0,0.68,0.5,0.15,0.09,0.82,0.93
sevenupdate.csv,0.84,1.0,0.6,0.36,0.69,0.2,0.34,0.38,0.73,0.93,0.58,0.15,0.16,0.07,0.59,0.88
springside.csv,0.86,0.88,0.74,0.48,0.62,0.28,0.63,0.29,0.78,1.0,0.65,0.5,0.23,0.09,0.59,0.92
swtfox.csv,0.85,0.9,0.56,0.0,0.67,0.0,0.34,0.64,0.45,0.75,0.2,0.05,0.12,0.07,0.56,0.88
tmva.csv,0.84,0.87,0.29,0.4,0.74,0.08,0.45,0.33,0.89,0.93,0.58,0.15,0.21,0.09,0.62,0.88
