,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.84,0.79,0.69,0.45,0.77,0.3,0.51,0.55,0.78,0.97,0.73,0.25,0.25,0.14,0.75,0.91
calcubetimer.csv,0.45,0.45,0.0,0.5,0.78,0.44,0.07,0.32,0.78,0.9,0.76,0.45,0.26,0.08,0.31,0.45
chaosrts.csv,0.71,0.59,0.54,0.34,0.35,0.17,0.62,0.55,0.82,0.59,0.46,0.33,0.32,0.16,0.48,0.85
dxengine.csv,0.32,0.24,0.6,0.67,0.62,0.49,0.39,0.5,0.42,0.26,0.0,0.23,0.38,0.18,0.6,0.21
freedom-erp.csv,0.74,0.12,0.68,0.07,0.58,0.19,0.11,0.27,0.04,0.76,0.76,0.26,0.33,0.0,0.49,0.9
joustsim.csv,0.75,0.93,0.74,0.58,0.36,0.33,0.35,0.46,0.67,0.59,0.15,0.57,0.33,0.13,0.67,0.36
jsidplay2.csv,0.34,0.12,0.24,0.14,0.87,0.05,0.03,0.27,0.43,0.87,0.75,0.13,0.07,0.08,0.0,0.69
madman.csv,0.69,0.19,0.51,0.35,0.4,0.42,0.33,0.46,0.41,0.35,0.19,0.34,0.56,0.19,0.54,0.79
mclient-mume.csv,0.6,0.7,0.87,0.42,0.12,0.5,0.38,0.05,0.65,0.16,0.0,0.17,0.21,0.12,0.41,0.47
primefaces.csv,0.79,0.74,0.69,0.52,0.72,0.35,0.52,0.55,0.85,0.74,0.25,0.27,0.25,0.14,0.79,0.9
reaper3d.csv,0.45,0.67,0.36,0.49,0.62,0.43,0.34,0.4,0.15,0.35,0.47,0.29,0.24,0.26,0.53,0.07
sblim.csv,0.09,0.04,0.71,0.62,0.29,0.64,0.0,0.0,0.66,0.19,0.22,0.52,0.25,0.11,0.35,0.17
sevenupdate.csv,0.91,0.85,0.72,0.52,0.7,0.34,0.51,0.55,0.85,0.97,0.73,0.27,0.27,0.14,0.74,0.94
springside.csv,0.72,0.58,0.75,0.58,0.27,0.34,0.69,0.3,0.49,0.33,0.25,0.27,0.37,0.16,0.63,0.51
swtfox.csv,0.78,0.8,0.71,0.0,0.61,0.0,0.5,0.66,0.06,0.33,0.02,0.08,0.21,0.13,0.69,0.73
tmva.csv,0.9,0.83,0.26,0.51,0.84,0.12,0.62,0.45,0.84,0.97,0.73,0.27,0.33,0.16,0.73,0.94
