,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.38,0.88,1.0,0.93,0.83,0.96,0.98,0.92,0.82,1.0,0.99,0.97,0.98,1.0,1.0,0.9
calcubetimer.csv,0.82,0.77,1.01,0.79,0.39,0.68,0.96,0.98,0.99,0.3,0.89,0.45,0.65,0.89,0.84,0.77
chaosrts.csv,0.67,0.6,0.86,0.84,0.79,0.86,0.42,0.72,0.5,0.76,0.71,0.55,0.55,0.67,0.67,0.29
dxengine.csv,0.82,0.92,0.54,0.38,0.99,0.42,0.8,0.66,0.75,1.31,1.0,0.72,0.44,0.56,0.76,0.93
freedom-erp.csv,0.82,0.94,0.79,0.96,0.58,0.87,0.94,0.89,0.98,0.45,0.39,0.74,0.67,1.0,0.85,0.85
joustsim.csv,0.64,0.67,0.41,0.64,0.79,0.85,0.77,0.63,0.93,0.62,0.94,0.25,0.58,0.9,0.69,0.79
jsidplay2.csv,0.86,0.94,0.93,0.93,0.3,0.97,0.99,0.91,0.73,0.78,0.89,0.91,0.96,0.89,1.0,0.85
madman.csv,0.73,0.9,0.63,0.74,0.77,0.73,0.76,0.63,0.74,0.82,0.89,0.58,0.24,0.58,0.72,0.69
mclient-mume.csv,0.62,0.93,0.2,0.78,0.94,0.48,0.77,0.97,0.64,0.91,1.0,0.91,0.71,0.79,0.73,0.7
primefaces.csv,0.98,0.9,1.0,0.98,0.76,0.82,0.83,1.0,1.0,0.84,0.87,1.0,1.0,1.0,0.34,0.74
reaper3d.csv,0.74,0.52,0.77,0.57,0.63,0.54,0.74,0.7,0.92,0.79,0.72,0.82,0.76,0.41,0.75,0.98
sblim.csv,0.96,0.98,0.58,0.44,0.83,0.28,1.0,1.0,0.93,0.89,0.87,0.47,0.83,0.88,0.78,0.91
sevenupdate.csv,1.0,0.27,0.67,0.92,0.99,0.98,0.99,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0
springside.csv,0.63,0.76,0.38,0.5,0.88,0.63,0.34,0.83,0.7,0.8,0.85,0.82,0.49,0.76,0.78,0.68
swtfox.csv,0.71,0.73,0.89,1.0,0.91,1.04,0.95,0.4,0.98,1.27,0.99,1.0,0.91,0.81,1.01,0.73
tmva.csv,1.0,1.02,0.99,0.64,1.0,1.09,0.61,0.91,0.34,1.0,1.0,1.0,0.51,0.75,0.82,0.95
