,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.83,0.8,1.0,1.0,0.57,1.0,0.98,0.0,0.62
galaxium.csv,0.25,0.7,0.92,0.46,0.16,0.5,0.42,0.0,0.45
jython.csv,0.58,0.85,0.16,0.56,0.53,0.86,0.71,0.0,0.91
ninject.csv,0.58,0.45,0.02,0.35,0.69,0.36,0.3,1.0,0.16
ondex.csv,0.08,0.6,0.94,0.08,0.14,0.21,0.28,0.0,0.2
opentibia.csv,0.25,0.2,0.19,0.02,0.33,0.43,0.29,1.0,0.11
power-architect.csv,1.0,1.0,1.0,0.98,1.0,0.14,0.88,1.0,0.42
unbvision.csv,0.17,0.7,0.25,0.27,0.38,0.64,0.74,0.0,0.36
x-ray-mule.csv,0.0,0.35,0.0,0.85,0.39,0.21,0.41,0.88,0.6
