,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.84,0.56,0.23,0.41,0.52,0.88,0.29,0.99,0.19
galaxium.csv,0.58,0.34,0.19,0.41,0.71,0.58,0.29,0.73,0.18
jython.csv,0.64,0.76,0.61,0.42,0.41,0.67,0.31,0.0,0.17
ninject.csv,0.43,0.53,0.15,0.1,0.36,0.54,0.09,0.28,0.53
ondex.csv,0.5,0.58,0.2,0.49,0.29,0.5,0.34,0.39,0.12
opentibia.csv,0.88,0.34,0.28,0.0,0.34,0.57,0.28,0.51,0.31
power-architect.csv,0.93,0.73,0.23,0.41,0.45,0.86,0.26,0.71,0.19
unbvision.csv,0.58,0.4,0.47,0.62,0.45,0.6,0.34,0.17,0.33
x-ray-mule.csv,0.11,0.81,0.09,0.33,0.27,0.32,0.25,0.35,0.05
