,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.74,0.4,0.48,0.62,0.43,0.08,0.99,0.32,0.08,0.77,0.19,0.18,0.75
fido.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.78,0.43,0.47,0.7,0.55,0.08,0.86,0.33,0.09,1.0,0.16,0.18,0.87
fluent-nhibernate.csv,0.0,0.13,0.17,0.05,0.22,0.0,0.34,0.16,0.22,0.0,0.0,0.97,0.21
galaxium.csv,0.56,0.27,0.97,0.46,0.24,0.11,0.57,0.32,0.05,0.67,0.22,0.26,0.45
itext.csv,0.58,0.21,0.55,1.0,0.46,0.0,0.24,0.33,0.0,0.17,0.22,0.41,0.43
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,0.49,0.28,0.24,0.21,0.15,0.05,0.54,0.97,0.14,0.37,0.2,0.15,0.37
ninject.csv,0.26,0.16,0.34,0.15,0.48,0.15,0.32,0.39,0.22,0.11,1.0,0.37,0.25
smartgwt.csv,0.74,0.27,0.54,0.7,0.98,0.06,0.48,0.36,0.11,0.39,0.14,0.28,0.57
sqlpower-library.csv,1.0,0.42,0.49,0.72,0.46,0.07,0.8,0.33,0.12,0.78,0.15,0.17,0.64
stuproa-cims.csv,0.82,0.95,0.46,0.69,0.57,0.08,0.69,0.32,0.1,0.92,0.17,0.2,0.84
uface.csv,0.63,0.42,0.39,0.46,0.45,0.09,0.78,0.24,0.08,0.83,0.19,0.17,1.0
