,0,1,2,3,4,5
inkscape.csv,[0.8],[0.6],[1.0],[0.6],[1.0],[0.6]
wxcrp.csv,[0.0],[1.0],[1.0],[1.0],[1.0],[1.0]
m-m-m.csv,[1.0],[1.0],[0.83],[1.0],[0.67],[1.0]
bacula.csv,[0.45],[1.0],[0.09],[1.0],[1.0],[1.0]
extprosys.csv,[1.0],[0.2],[1.0],[0.2],[1.0],[0.2]
lsb.csv,[1.0],[0.25],[0.25],[0.25],[1.0],[0.25]
fritzing.csv,[0.89],[0.67],[0.44],[0.67],[1.0],[0.67]
robocode.csv,[0.5],[0.5],[0.5],[0.5],[1.0],[0.5]
capcode.csv,[0.5],[0.0],[1.0],[0.0],[1.0],[0.0]
openefm.csv,[0.33],[0.33],[1.0],[0.33],[1.0],[0.33]
etics.csv,[1.0],[0.0],[0.0],[0.0],[1.0],[0.0]
novembre.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
lmms.csv,[0.92],[0.69],[0.92],[0.69],[1.0],[0.69]
codeblocks.csv,[0.0],[0.92],[1.0],[0.92],[1.0],[0.92]
x-ray-mule.csv,[1.0],[0.67],[1.0],[0.67],[1.0],[0.67]
openintents.csv,[1.0],[0.0],[0.67],[0.0],[1.0],[0.0]
atomsite.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
bloodycore.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
checker-framework.csv,[0.5],[0.5],[0.5],[0.5],[1.0],[0.5]
arianne.csv,[0.8],[0.6],[0.9],[0.6],[0.9],[0.6]
dsworkbench.csv,[0.8],[1.0],[1.0],[1.0],[1.0],[1.0]
gogoego.csv,[0.83],[0.17],[0.83],[0.17],[1.0],[0.17]
electric-core.csv,[0.8],[0.0],[1.0],[0.0],[1.0],[0.0]
atlc.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
rosegarden.csv,[0.8],[0.4],[0.8],[0.4],[1.0],[0.4]
linuxsh.csv,[1.0],[0.33],[1.0],[0.33],[1.0],[0.33]
jcae.csv,[0.0],[0.0],[1.0],[0.0],[1.0],[0.0]
dxengine.csv,[1.0],[0.33],[1.0],[0.33],[1.0],[0.33]
uwom-server.csv,[0.8],[0.0],[1.0],[0.0],[1.0],[0.0]
ivatamasks.csv,[0.75],[0.75],[1.0],[0.75],[1.0],[0.75]
playerstage.csv,[0.75],[0.62],[1.0],[0.62],[1.0],[0.62]
taverna.csv,[0.5],[0.5],[1.0],[0.5],[1.0],[0.5]
rtb-team.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
projectts.csv,[0.5],[0.25],[1.0],[0.25],[1.0],[0.25]
autofac.csv,[0.75],[0.5],[1.0],[0.5],[1.0],[0.5]
nsis.csv,[0.12],[1.0],[0.38],[1.0],[1.0],[1.0]
esmf.csv,[0.0],[0.0],[1.0],[0.0],[1.0],[0.0]
abbot.csv,[0.0],[0.83],[0.83],[0.83],[0.83],[0.83]
konversation.csv,[1.0],[0.5],[1.0],[0.5],[1.0],[0.5]
arsenal-1.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
utgb.csv,[1.0],[0.6],[1.0],[0.6],[1.0],[0.6]
openmeetings.csv,[0.5],[0.0],[0.5],[0.0],[1.0],[0.0]
nosleepsoftware.csv,[1.0],[0.5],[1.0],[0.5],[1.0],[0.5]
jsidplay2.csv,[0.86],[1.0],[1.0],[1.0],[1.0],[1.0]
chipster.csv,[0.83],[0.67],[0.83],[0.67],[1.0],[0.67]
badtrinitycore.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
zengine.csv,[1.0],[0.75],[0.75],[0.75],[1.0],[0.75]
javagroups.csv,[0.25],[0.5],[1.0],[0.5],[1.0],[0.5]
xuggle.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
moviesandbox.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
jrefactory.csv,[1.0],[0.83],[1.0],[0.83],[1.0],[0.83]
alembik.csv,[0.33],[0.67],[1.0],[0.67],[1.0],[0.67]
mule.csv,[0.9],[0.8],[0.8],[0.8],[1.0],[0.8]
aubit4gl.csv,[1.0],[0.33],[1.0],[0.33],[1.0],[0.33]
sepgsql.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
sblim.csv,[1.0],[0.33],[1.0],[0.33],[0.67],[0.33]
pentahoanalysistool.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
rezilla.csv,[0.0],[1.0],[1.0],[1.0],[1.0],[1.0]
pcgen.csv,[0.5],[0.67],[1.0],[0.67],[1.0],[0.67]
dvd-create.csv,[0.89],[1.0],[1.0],[1.0],[1.0],[1.0]
freenet.csv,[0.77],[0.86],[1.0],[0.86],[1.0],[0.86]
ivef-sdk.csv,[0.43],[1.0],[0.86],[1.0],[1.0],[1.0]
adonthell.csv,[1.0],[0.43],[1.0],[0.43],[1.0],[0.43]
algebsql.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
