,id,count_recall,count_precision,count_pf,cdom_score,bellwether
48,3,1,3,5,4,h2database.csv
46,4,2,3,3,3,fontforge.csv
53,5,1,12,18,19,modellus.csv
22,6,1,12,18,17,amateur-scrolls.csv
17,7,2,1,2,1,openmeetings.csv
28,8,2,2,5,4,qse.csv
15,9,1,13,20,19,cortex-vfx.csv
25,10,2,10,14,17,wxcrp.csv
16,11,2,7,11,10,metacosm.csv
49,12,1,8,14,13,hydrogen.csv
52,13,1,4,8,7,zoolib.csv
54,14,2,1,5,7,playerstage.csv
47,15,1,2,4,5,silvertree.csv
19,16,1,3,4,4,turbotrader-bos.csv
24,17,2,8,20,19,jcae.csv
13,18,1,13,18,17,genoviz.csv
26,19,2,9,13,14,oscarmcmaster.csv
12,20,1,1,1,0,dataobjectsdotnet.csv
29,21,2,2,10,8,proftp.csv
55,22,1,4,4,3,omseek.csv
45,24,2,4,7,7,jahshaka.csv
56,25,1,2,1,1,m-m-m.csv
27,26,1,2,4,4,coot.csv
14,27,2,4,6,6,archive-crawler.csv
23,28,3,6,6,10,synecdoche.csv
18,29,1,5,7,7,opensim4opencog.csv
36,30,3,8,17,15,foursquared.csv
4,32,1,1,2,1,raygina.csv
11,33,1,6,14,13,fluent-nhibernate.csv
10,34,2,11,16,14,gtad.csv
5,35,3,4,5,10,jaolt.csv
37,37,1,10,17,15,lamp.csv
32,38,3,8,13,15,guineu.csv
38,39,1,7,11,11,hydrate.csv
50,40,1,3,5,7,web-cat.csv
43,41,1,3,8,9,gogoego.csv
20,42,1,10,18,18,forester-atv.csv
31,43,1,7,11,15,customsagetv.csv
30,44,1,8,20,19,owfs.csv
21,45,1,7,11,11,gabel.csv
42,46,1,10,19,18,graphmak.csv
51,47,1,6,7,7,alembik.csv
44,48,1,1,3,4,chrysalis.csv
2,50,1,5,12,12,codepurge.csv
7,51,1,7,17,16,qtwin.csv
39,52,3,2,5,5,tango-cs.csv
35,53,1,3,4,3,mp-rechnungs-und-kundenverwaltung.csv
34,54,2,4,6,10,rhex.csv
40,55,1,6,14,13,rocrail.csv
6,56,1,3,5,4,xbplayer.csv
3,57,2,4,10,9,kftpgrabber.csv
8,58,1,3,6,4,opennms.csv
1,59,1,6,12,11,piccolo2d.csv
9,60,1,13,20,19,wxcode.csv
0,61,1,3,7,6,projecteqemu.csv
33,62,2,6,6,7,img-browse-sort.csv
41,63,4,3,11,13,netatalk.csv
