,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.59,0.51,0.44,0.46,0.58,0.38,0.31,0.34,0.07,0.8
geotools.csv,0.3,0.27,0.79,0.61,0.47,0.51,0.6,0.21,0.34,0.57
gephex.csv,0.54,0.34,0.54,0.0,0.46,0.76,0.67,0.71,0.49,0.46
haggle.csv,0.06,0.55,0.44,0.02,0.22,0.58,0.52,0.31,0.31,0.0
java-gnome.csv,0.24,0.3,0.55,0.82,0.28,0.68,0.45,0.48,0.33,0.43
jgnash.csv,0.49,0.54,0.76,0.65,0.52,0.71,0.68,0.45,0.39,0.33
jrdf.csv,0.12,0.19,0.46,0.66,0.5,0.74,0.47,0.16,0.49,0.25
mpqc.csv,0.58,0.19,0.0,0.11,0.27,0.0,0.11,0.45,0.36,0.46
panda3d.csv,0.56,0.4,0.64,0.61,0.55,0.56,0.63,0.5,0.28,0.4
tencompetence.csv,0.44,0.3,0.55,0.63,0.5,0.41,0.4,0.1,0.8,0.11
