,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.71,0.02,0.68,0.79,0.66,0.73,0.74
flexpay.csv,0.96,0.53,0.11,0.63,0.87,0.99,0.89
gabel.csv,0.83,0.93,0.9,0.0,1.0,1.0,0.8
genoviz.csv,0.86,0.61,0.88,0.76,0.93,0.82,0.0
img-browse-sort.csv,0.63,0.61,0.68,0.45,0.0,0.73,0.64
ontomorphtab.csv,0.11,0.36,0.55,0.33,0.8,0.86,0.67
passwordsafe.csv,0.49,0.69,0.65,0.49,0.48,0.07,0.69
