,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.6,0.99,0.27,0.11,0.41,0.54,0.2
flexpay.csv,0.62,0.69,0.93,0.35,0.29,0.32,0.2
gabel.csv,0.29,0.14,0.14,1.0,0.0,0.0,0.29
genoviz.csv,0.25,0.58,0.17,0.2,0.11,0.29,1.0
img-browse-sort.csv,0.53,0.64,0.28,0.25,1.0,0.38,0.26
ontomorphtab.csv,0.94,0.78,0.35,0.35,0.25,0.23,0.2
passwordsafe.csv,0.67,0.52,0.29,0.24,0.56,0.95,0.24
