,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.56,0.4,0.61,0.7,0.42,0.44,0.42
flexpay.csv,0.56,0.51,0.99,0.89,0.43,0.58,0.36
gabel.csv,0.86,0.8,0.98,0.88,0.0,0.0,0.5
genoviz.csv,0.8,0.67,0.98,0.92,0.8,0.91,0.8
img-browse-sort.csv,0.5,0.54,0.6,0.5,0.77,0.96,0.35
ontomorphtab.csv,0.42,0.38,0.49,0.58,0.91,0.92,0.53
passwordsafe.csv,0.6,0.56,0.65,0.74,0.83,0.63,0.39
