,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.57,0.98,0.54,0.38,0.69,0.84,0.8
flexpay.csv,0.69,0.58,0.89,0.38,0.54,0.47,1.0
gabel.csv,0.17,0.08,0.1,1.0,0.0,0.0,0.2
genoviz.csv,0.14,0.43,0.12,0.25,0.08,0.18,1.0
img-browse-sort.csv,0.37,0.53,0.38,0.75,1.0,0.28,1.0
ontomorphtab.csv,0.89,0.68,0.63,0.75,0.23,0.14,0.4
passwordsafe.csv,0.57,0.4,0.48,0.62,0.54,0.93,1.0
