,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.4,0.34,0.32,0.68,0.55,0.51,0.09,0.69,0.69,0.4,0.26,0.76,0.67,0.47,0.0,0.45
beast-mcmc.csv,0.6,0.6,0.37,0.7,0.62,0.63,0.47,0.62,0.42,0.72,0.68,0.83,0.88,0.42,0.39,0.56
bigdata.csv,0.42,0.47,0.29,0.66,0.62,0.3,0.56,0.33,0.07,0.5,0.71,0.36,0.85,0.42,0.28,0.27
cuberok.csv,0.46,0.39,0.24,0.48,0.57,0.43,0.64,0.43,0.34,0.68,0.45,0.54,0.77,0.77,0.46,0.5
exist.csv,0.47,0.75,0.32,0.77,0.61,0.68,0.56,0.63,0.34,0.78,0.64,0.73,0.65,0.71,0.44,0.58
icescrum.csv,0.57,0.46,0.31,0.7,0.38,0.6,0.48,0.71,0.42,0.35,0.61,0.48,0.52,0.41,0.28,0.84
jbasic.csv,0.45,0.57,0.3,0.8,0.56,0.65,0.49,0.72,0.45,0.73,0.17,0.86,0.58,0.41,0.44,0.55
jrefactory.csv,0.29,0.74,0.26,0.45,0.2,0.41,0.43,0.43,0.34,0.21,0.53,0.32,0.37,0.71,0.36,0.35
jsecurity.csv,0.33,0.38,0.49,0.24,0.54,0.39,0.26,0.14,0.17,0.68,0.28,0.36,0.24,0.17,0.18,0.17
libopenmetaverse.csv,0.42,0.73,0.32,0.78,0.57,0.67,0.44,0.66,0.51,0.43,0.7,0.78,0.92,0.71,0.26,0.54
mobicents.csv,0.51,0.49,0.4,0.69,0.57,0.68,0.56,0.7,0.48,0.75,0.66,0.7,0.74,0.72,0.46,0.56
opendvr.csv,0.54,0.43,0.39,0.58,0.63,0.62,0.38,0.51,0.4,0.74,0.58,0.86,0.75,0.18,0.57,0.54
power-architect.csv,0.42,0.69,0.38,0.71,0.65,0.62,0.56,0.38,0.4,0.71,0.71,0.88,0.82,0.71,0.45,0.54
sidekar.csv,0.0,0.0,0.0,0.85,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0
wheat.csv,0.39,0.17,0.23,0.21,0.44,0.46,0.45,0.21,0.37,0.71,0.68,0.57,0.5,0.18,0.37,0.55
wsmt.csv,0.29,0.07,0.07,0.17,0.11,0.26,0.0,0.34,0.11,0.11,0.0,0.24,0.34,0.79,0.0,0.15
