,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.82,0.79,0.65,0.6,0.77,0.66,0.95,0.44,0.3,0.74,0.85,0.83,0.71,0.87,1.0,0.67
beast-mcmc.csv,0.37,0.85,0.58,0.69,0.8,0.62,0.83,0.55,0.78,0.93,0.66,0.94,0.74,0.9,0.75,0.79
bigdata.csv,0.66,0.68,0.69,0.53,0.56,0.81,1.0,0.79,0.96,0.68,0.96,0.78,0.63,0.72,0.78,0.84
cuberok.csv,0.56,0.76,0.78,0.76,0.7,0.81,0.43,0.72,0.72,0.78,0.79,0.81,0.66,0.51,0.96,0.59
exist.csv,0.82,0.89,0.96,0.74,0.78,0.99,0.78,1.0,0.98,0.35,0.82,0.78,0.6,0.97,1.0,0.88
icescrum.csv,0.42,0.71,0.67,0.46,0.75,0.59,0.62,0.47,0.64,0.78,0.53,0.7,0.68,1.08,0.78,0.19
jbasic.csv,0.71,0.91,0.68,0.69,0.79,0.79,0.66,0.44,0.93,0.93,0.92,1.0,0.62,0.98,0.91,0.82
jrefactory.csv,0.93,0.48,0.87,0.89,0.9,0.78,0.78,0.9,0.86,0.88,0.79,0.82,0.81,0.9,0.73,0.83
jsecurity.csv,0.76,0.83,0.43,0.86,0.79,0.74,0.85,0.92,0.9,0.63,0.83,0.78,0.87,0.92,0.89,0.9
libopenmetaverse.csv,0.99,0.97,1.0,0.92,0.58,0.99,0.88,1.0,0.7,0.78,0.92,0.95,0.97,0.97,0.81,1.0
mobicents.csv,0.55,0.76,0.57,0.46,0.95,0.46,0.86,0.8,0.55,0.79,0.61,0.74,0.59,0.8,0.91,0.71
opendvr.csv,0.46,0.79,0.59,0.59,1.0,0.54,0.72,0.62,0.65,0.57,0.56,0.86,0.78,0.9,0.44,0.54
power-architect.csv,0.71,0.85,0.68,0.74,0.95,0.85,0.97,0.79,0.79,0.93,0.96,0.23,0.72,0.65,1.0,1.0
sidekar.csv,1.0,1.0,1.0,0.28,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wheat.csv,0.67,0.95,0.81,0.88,0.82,0.68,0.64,0.88,0.68,0.85,0.46,0.6,0.73,0.9,0.71,0.55
wsmt.csv,0.77,0.97,0.95,0.91,0.94,0.85,1.0,0.77,0.93,0.95,1.0,0.9,0.83,0.3,1.0,0.91
