,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.27,0.63,0.26,0.69,0.49,0.55,1.0,0.68,0.58,0.77,0.5,0.78,0.88,0.45,0.0,0.4
beast-mcmc.csv,0.52,0.54,0.25,0.66,0.51,0.58,0.36,0.6,0.3,0.58,0.59,0.79,0.89,0.42,0.29,0.4
bigdata.csv,0.52,0.69,0.23,0.75,0.61,0.52,0.39,0.61,0.25,0.6,0.55,0.92,0.91,0.61,0.29,0.28
cuberok.csv,0.41,0.58,0.16,0.59,0.52,0.44,0.6,0.51,0.3,0.58,0.48,0.74,0.9,0.67,0.3,0.48
exist.csv,0.31,0.6,0.19,0.67,0.51,0.51,0.41,0.48,0.23,0.8,0.54,0.79,0.92,0.55,0.28,0.4
icescrum.csv,0.46,0.59,0.26,0.81,0.59,0.59,0.46,0.64,0.34,0.7,0.78,0.86,0.92,0.36,0.29,0.75
jbasic.csv,0.31,0.51,0.2,0.7,0.49,0.53,0.42,0.66,0.3,0.58,0.38,0.78,0.93,0.38,0.29,0.4
jrefactory.csv,0.2,0.71,0.16,0.51,0.36,0.46,0.35,0.38,0.25,0.64,0.5,0.79,0.86,0.56,0.28,0.3
jsecurity.csv,0.5,0.47,0.41,0.75,0.48,0.57,0.29,0.56,0.18,0.63,0.62,0.92,0.92,0.33,0.18,0.4
libopenmetaverse.csv,0.27,0.58,0.19,0.64,0.61,0.51,0.33,0.49,0.35,0.51,0.55,0.77,0.88,0.55,0.24,0.37
mobicents.csv,0.37,0.53,0.35,0.88,0.46,0.69,0.4,0.54,0.41,0.62,0.61,0.79,0.91,0.58,0.3,0.42
opendvr.csv,0.46,0.51,0.35,0.74,0.49,0.64,0.47,0.63,0.4,0.67,0.7,0.81,0.87,0.44,0.52,0.56
power-architect.csv,0.29,0.58,0.24,0.65,0.5,0.51,0.39,0.42,0.29,0.57,0.55,0.96,0.89,0.61,0.29,0.37
sidekar.csv,0.0,0.0,0.0,0.86,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
wheat.csv,0.41,0.32,0.27,0.67,0.43,0.6,0.45,0.67,0.39,0.58,0.72,0.96,0.89,0.44,0.29,0.48
wsmt.csv,0.33,0.29,0.11,0.86,1.0,0.47,0.0,0.62,0.18,0.35,0.0,0.67,0.85,0.89,0.0,0.29
