,f1,g,recall,precision,pf,wins
apertium.csv,0.45999999999999996,0.49,0.51,0.565,0.36,9
beast-mcmc.csv,0.61,0.55,0.73,0.53,0.71,12
bigdata.csv,0.42,0.32999999999999996,0.35,0.575,0.29000000000000004,6
cuberok.csv,0.47,0.445,0.49,0.515,0.52,7
exist.csv,0.635,0.45999999999999996,0.9299999999999999,0.51,0.85,10
icescrum.csv,0.48,0.47,0.48,0.59,0.265,13
jbasic.csv,0.555,0.485,0.81,0.45499999999999996,0.74,8
jrefactory.csv,0.365,0.41000000000000003,0.49,0.42000000000000004,0.61,3
jsecurity.csv,0.27,0.235,0.2,0.49,0.22,2
libopenmetaverse.csv,0.615,0.195,0.97,0.51,0.95,4
mobicents.csv,0.615,0.555,0.73,0.535,0.5900000000000001,15
opendvr.csv,0.5549999999999999,0.495,0.515,0.54,0.27,14
power-architect.csv,0.635,0.46499999999999997,0.86,0.505,0.77,11
sidekar.csv,0.0,0.0,0.0,0.0,0.0,0
wheat.csv,0.41500000000000004,0.405,0.365,0.46499999999999997,0.275,5
wsmt.csv,0.13,0.10500000000000001,0.08499999999999999,0.33999999999999997,0.135,1
