,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,197.5,91.5,193.0,498.5,99.0,169.0,99.0,57.5,481.5,98.5,189.0,167.5,98.5,96.5,79.5,86.5,85.5,97.5
beast-mcmc.csv,97.5,484.5,99.0,292.5,98.5,98.5,99.0,376.0,576.0,98.5,574.0,1329.0,197.5,99.0,195.0,95.5,99.0,97.5
cuberok.csv,196.5,481.5,597.5,1704.5,94.5,98.5,198.0,379.0,380.0,98.5,479.5,196.0,197.5,99.0,189.0,877.5,98.5,98.5
exist.csv,395.0,581.0,99.0,99.0,97.5,98.5,99.0,282.5,576.0,98.5,673.5,196.0,197.5,99.0,195.0,196.0,94.5,98.5
ingex.csv,197.0,474.5,91.5,99.0,192.0,95.5,99.0,188.0,576.0,98.5,187.0,569.0,197.5,99.0,94.5,86.5,94.5,96.5
javaprofiler.csv,493.0,581.0,99.0,99.0,99.0,98.5,99.0,567.0,480.5,98.5,481.5,196.0,197.5,99.0,195.0,196.0,99.0,98.5
jbasic.csv,98.5,484.5,99.0,292.5,99.0,276.5,99.0,188.0,576.0,94.5,675.5,836.5,583.5,99.0,129.0,196.0,98.5,97.5
jgnash.csv,395.0,94.5,193.0,99.0,98.5,181.0,198.0,376.0,474.5,98.5,183.0,689.0,98.5,95.5,97.5,97.5,177.0,98.5
jrefactory.csv,588.5,318.0,291.5,99.0,192.0,334.0,198.0,282.5,188.0,98.5,675.5,196.0,98.5,98.5,195.0,356.0,99.0,98.5
jsecurity.csv,197.5,193.0,99.0,96.5,98.5,98.5,375.0,90.5,1339.5,98.5,150.0,471.5,290.0,96.5,91.5,352.0,85.5,97.5
libopenmetaverse.csv,593.0,581.0,99.0,99.0,99.0,98.5,99.0,470.5,576.0,98.5,675.5,196.0,197.5,98.5,195.0,196.0,99.0,98.5
mobicents.csv,197.0,389.0,193.0,635.5,99.0,97.5,99.0,378.0,576.0,98.5,92.5,196.0,197.5,99.0,195.0,196.0,94.5,98.5
mp-rechnungs-und-kundenverwaltung.csv,296.0,190.0,291.5,99.0,99.0,87.5,99.0,188.0,479.5,98.5,288.5,54.5,94.5,95.5,91.5,266.5,85.5,98.5
openefm.csv,394.0,281.5,194.0,587.0,98.5,98.5,198.0,281.5,383.0,98.5,577.0,285.5,98.5,99.0,195.0,689.0,92.5,97.5
power-architect.csv,293.5,370.0,99.0,99.0,94.5,98.5,99.0,567.0,565.0,98.5,577.0,196.0,197.5,99.0,195.0,196.0,99.0,98.5
sidekar.csv,0.0,437.5,0.0,0.0,99.0,0.0,0.0,284.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5
wheat.csv,391.0,483.5,99.0,99.0,274.5,95.5,97.5,188.0,1061.0,272.5,92.5,97.5,197.5,99.0,192.0,196.0,98.5,91.5
yarp0.csv,296.0,484.5,99.0,99.0,99.0,192.0,99.0,472.5,570.0,98.5,94.5,361.5,197.5,99.0,97.5,196.0,190.0,97.5
