,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.6,0.67,0.81,0.5,0.94,0.96,0.56,0.52,0.58,0.7,0.68,0.6
aubit4gl.csv,0.88,0.8,0.9,0.67,0.44,0.88,0.75,0.5,0.73,0.8,0.92,0.94
liferea.csv,0.44,0.38,0.41,0.48,0.49,0.55,0.6,0.5,0.81,0.52,0.57,0.5
moving-pictures.csv,0.46,0.37,0.37,0.86,0.83,0.95,0.44,0.91,0.92,0.87,0.61,0.36
olex2.csv,0.57,0.45,0.42,0.59,0.36,0.56,0.52,0.39,0.57,0.57,0.71,0.43
opensim4opencog.csv,0.4,0.33,0.37,0.38,0.31,0.52,0.48,0.39,0.53,0.46,0.48,0.38
plearn.csv,0.58,0.52,0.68,0.5,0.88,0.79,0.59,0.96,0.48,0.76,0.81,0.66
psrchive.csv,0.55,0.91,0.6,0.41,0.39,0.62,0.44,0.48,0.52,0.66,0.59,0.54
re2c.csv,0.74,0.86,0.53,0.48,0.87,0.71,0.45,0.72,0.58,0.9,0.65,0.49
rebecca-aiml.csv,0.45,0.41,0.37,0.28,0.36,0.43,0.29,0.39,0.61,0.46,0.44,0.33
wxcode.csv,0.53,0.67,0.68,0.63,0.36,0.49,0.56,0.55,0.82,0.5,0.7,0.64
xfce.csv,0.53,0.36,0.46,0.55,0.48,0.44,0.3,0.41,0.51,0.48,0.53,0.42
