,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.57,0.36,0.59,0.85,0.81,0.79,0.65,0.63,0.94,0.37,0.25,0.56
aubit4gl.csv,0.92,0.67,0.79,1.0,0.47,0.96,0.89,0.99,0.46,0.87,0.3,0.84
liferea.csv,0.63,0.85,0.56,0.37,0.84,0.57,0.71,0.55,0.81,0.83,0.53,0.7
moving-pictures.csv,0.58,0.75,0.61,0.85,0.95,0.83,0.41,0.94,0.78,0.71,0.47,0.68
olex2.csv,0.58,0.71,0.58,0.51,0.64,0.64,0.78,0.55,1.02,0.58,0.46,0.42
opensim4opencog.csv,0.55,0.94,0.52,0.44,0.81,0.49,0.64,0.56,0.56,0.58,0.39,0.51
plearn.csv,0.46,0.82,0.65,0.85,0.99,0.76,0.8,0.9,1.03,0.79,0.52,0.58
psrchive.csv,0.59,0.2,0.28,0.71,0.67,0.73,0.65,0.76,0.73,0.58,0.31,0.54
re2c.csv,0.69,0.02,0.62,0.74,0.69,0.84,0.69,0.69,0.54,0.9,1.11,0.76
rebecca-aiml.csv,0.66,0.56,0.69,0.81,0.77,0.77,0.9,0.54,0.19,0.6,0.8,0.92
wxcode.csv,0.59,0.69,0.67,0.61,0.7,0.55,0.74,0.69,0.87,0.51,0.17,0.66
xfce.csv,0.59,0.96,0.58,0.55,0.83,0.77,0.8,0.5,0.65,0.7,0.87,0.67
