,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.5,0.8,0.48,0.18,0.24,0.26,0.43,0.45,0.35,0.7,0.85,0.51
aubit4gl.csv,0.1,0.38,0.25,0.0,0.67,0.05,0.13,0.01,0.62,0.16,0.74,0.2
liferea.csv,0.65,0.35,0.66,0.75,0.4,0.52,0.36,0.65,0.24,0.27,0.59,0.42
moving-pictures.csv,0.51,0.37,0.61,0.18,0.07,0.2,0.69,0.07,0.26,0.35,0.61,0.6
olex2.csv,0.5,0.5,0.62,0.57,0.59,0.47,0.35,0.68,0.29,0.53,0.61,0.68
opensim4opencog.csv,0.61,0.33,0.67,0.78,0.53,0.6,0.47,0.53,0.54,0.58,0.72,0.66
plearn.csv,0.68,0.5,0.52,0.18,0.02,0.38,0.35,0.12,0.19,0.39,0.59,0.55
psrchive.csv,0.58,0.84,0.79,0.58,0.65,0.5,0.51,0.55,0.6,0.53,0.83,0.59
re2c.csv,0.4,1.0,0.6,0.41,0.39,0.4,0.59,0.42,0.7,0.26,0.0,0.54
rebecca-aiml.csv,0.57,0.72,0.64,0.52,0.58,0.57,0.35,0.63,0.88,0.64,0.52,0.3
wxcode.csv,0.51,0.37,0.4,0.49,0.54,0.55,0.36,0.37,0.23,0.6,0.96,0.4
xfce.csv,0.59,0.37,0.65,0.57,0.41,0.57,0.53,0.67,0.62,0.63,0.32,0.62
