,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.78,0.88,0.29,0.54,0.88,0.33,0.6,0.48,0.37,0.89,0.68,0.92,0.11,0.71,0.31,0.68
betoffice.csv,0.81,0.79,0.2,0.34,0.81,0.28,0.61,0.55,0.16,0.92,0.49,0.92,0.1,0.71,0.28,0.68
bionote.csv,0.78,0.93,0.6,0.4,1.0,0.17,0.67,0.46,0.45,0.96,1.0,0.92,0.37,0.73,0.38,0.63
bnetd.csv,0.76,0.82,0.23,0.41,0.8,0.48,0.58,0.5,0.31,0.94,0.76,0.92,0.15,0.71,0.29,0.65
elvishrayrenderer.csv,0.81,0.86,1.0,0.44,0.93,0.59,0.56,0.4,0.38,0.91,0.93,0.9,0.23,0.9,0.49,0.87
emisview.csv,0.78,0.0,0.35,0.5,0.96,0.57,0.9,0.45,0.45,1.0,0.71,0.89,0.22,0.86,0.43,1.0
hazelcast.csv,0.77,0.89,0.43,0.36,1.0,0.32,0.63,0.53,0.28,0.93,0.62,0.93,0.17,0.8,0.39,0.71
jitterbit.csv,0.77,0.88,0.21,0.38,0.84,0.28,0.74,0.3,0.57,0.9,0.53,0.95,0.12,0.73,0.29,0.73
jppf-project.csv,0.7,0.78,0.22,0.27,0.83,0.19,0.66,0.51,0.23,0.86,0.46,0.96,0.11,0.72,0.33,0.53
l2j.csv,0.74,0.87,0.35,0.4,1.0,0.31,0.61,0.52,0.31,0.95,0.71,0.9,0.13,0.84,0.32,0.67
megasquirtavr.csv,0.79,0.82,0.5,0.33,0.84,0.21,0.64,0.53,0.29,1.0,0.63,0.93,0.09,0.7,0.2,0.75
stajistics.csv,0.8,0.71,0.0,0.3,0.93,0.31,0.5,0.57,0.22,0.92,0.48,0.92,0.13,0.75,0.45,0.66
trackit.csv,0.64,0.0,0.17,0.3,0.94,0.31,0.72,0.5,0.26,0.91,0.35,0.9,0.0,0.8,0.3,0.41
wxlua.csv,0.77,0.79,0.18,0.3,0.65,0.24,0.59,0.0,0.33,0.94,0.51,0.86,0.13,0.67,0.35,0.62
x4x.csv,0.91,0.82,0.27,0.39,0.84,0.43,0.6,0.53,0.27,0.92,0.59,0.9,0.09,0.73,0.32,0.68
xharbour.csv,0.77,0.99,0.26,0.41,0.93,0.31,0.75,0.47,0.3,0.92,0.51,0.88,0.21,0.75,0.35,0.72
