,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.72,0.36,0.08,0.36,0.82,0.5,0.86,0.64,0.19,0.88,0.91
ikvm.csv,0.57,0.83,0.03,0.15,0.68,0.16,0.8,0.38,0.14,0.71,0.78
libtorrent.csv,0.75,0.42,0.06,0.3,0.75,0.19,0.94,0.61,0.14,0.87,0.91
mcmc-jags.csv,0.81,0.41,0.05,0.86,0.74,0.19,0.87,0.73,0.27,0.88,0.91
moast.csv,0.56,0.35,0.05,0.26,0.72,0.19,0.81,0.58,0.15,0.91,1.0
olap-navigator.csv,0.98,0.57,0.08,0.5,0.83,0.57,1.0,0.73,0.23,0.93,0.91
pidgin.csv,0.89,0.47,0.06,0.0,0.87,0.48,0.88,0.82,0.2,0.89,0.94
salasaga.csv,0.64,0.45,0.04,0.32,0.82,0.22,0.85,0.87,0.31,0.9,0.8
sepgsql.csv,0.97,0.42,0.12,0.5,0.89,0.5,1.0,0.89,0.23,0.97,0.97
sigil.csv,0.87,0.42,0.33,0.67,0.85,0.67,0.96,0.85,0.35,0.89,0.91
xtreemfs.csv,0.84,0.46,0.05,0.34,0.73,0.24,0.88,0.74,0.18,0.95,0.95
