,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.39,0.44,0.59,0.41,0.52,0.78,0.96,0.42,0.56,0.93,0.73,0.0,0.38,0.83,0.35
badtrinity-zero.csv,0.99,0.0,0.43,0.0,0.36,0.43,0.87,0.0,0.39,0.0,0.36,0.4,0.91,0.48,0.34
biodwh.csv,0.93,0.77,0.72,0.49,0.51,0.67,0.92,0.41,0.48,0.47,0.5,0.91,0.58,0.5,0.39
critterding.csv,0.52,0.55,0.5,0.49,0.42,0.45,0.45,0.45,0.49,0.38,0.38,0.43,0.41,0.46,0.37
elateportal.csv,0.4,0.46,0.49,0.46,0.38,0.42,0.39,0.46,0.41,0.88,0.31,0.4,0.32,0.46,0.34
enzo.csv,0.4,0.48,0.45,0.44,0.42,0.43,0.45,0.4,0.39,0.36,0.31,0.45,0.35,0.41,0.34
factor.csv,0.98,0.91,0.86,0.66,0.86,0.96,0.0,0.96,0.5,0.93,0.86,0.45,0.86,0.5,0.44
gusanos.csv,0.93,0.44,0.4,0.41,0.39,0.51,0.46,0.43,0.38,0.5,0.47,0.0,0.33,0.45,0.44
miranda.csv,0.0,0.0,0.59,0.0,0.41,0.47,0.5,0.0,0.48,0.0,0.3,0.39,0.92,0.67,0.38
modplug.csv,0.44,0.54,0.47,0.46,0.38,0.48,0.41,0.46,0.46,0.57,0.31,0.39,0.33,0.49,0.36
monetdb.csv,0.52,0.8,0.61,0.92,0.48,0.77,0.59,0.86,0.52,0.89,0.44,0.8,0.76,0.56,0.8
quarkplayer.csv,0.75,0.88,0.92,0.63,0.91,0.94,0.96,0.93,0.89,0.79,0.75,0.95,0.91,0.67,0.98
reactos-mirror.csv,0.57,0.55,0.51,0.51,0.37,0.58,0.5,0.47,0.44,0.43,0.29,0.39,0.5,0.77,0.35
sandiaportals.csv,0.67,0.58,0.61,0.49,0.47,0.76,0.57,0.46,0.58,0.65,0.0,0.44,0.54,0.52,0.41
xbplayer.csv,0.7,0.7,0.54,0.5,0.66,0.73,0.56,0.61,0.44,0.8,0.47,0.61,0.31,0.67,0.4
