,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.37,0.98,1.0,0.65,0.3,0.3,0.87,0.46,0.98,0.67
betoffice.csv,0.89,0.5,0.45,0.77,0.89,1.0,0.53,0.83,0.87,0.84
bnetd.csv,1.0,0.91,0.89,0.74,0.28,0.7,1.0,0.17,1.0,0.94
graphmak.csv,0.0,0.2,0.6,0.74,0.57,0.7,0.82,0.97,0.11,0.45
hazelcast.csv,0.37,0.78,0.16,0.56,0.63,0.0,0.49,0.31,0.71,0.48
megasquirtavr.csv,0.89,0.78,0.1,0.63,0.24,1.0,0.53,0.66,0.82,0.55
pdfedit.csv,0.26,0.59,0.48,0.33,0.43,0.9,0.27,0.37,0.33,0.84
stajistics.csv,1.0,0.37,0.01,0.86,0.98,0.2,0.42,0.8,0.47,0.33
twostep.csv,0.21,0.65,0.47,0.58,0.65,0.1,0.64,0.51,0.16,0.7
xharbour.csv,0.05,0.89,0.82,0.98,0.8,0.6,0.78,0.91,0.4,0.86
