,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,3.0,0.0,3.0,4.0,3.0,4.0,2.0,3.0,0.0,0.0
aubit4gl.csv,4.0,0.0,3.0,13.0,0.0,7.0,0.0,0.0,32.0,8.0
liferea.csv,15.0,0.0,7.0,0.0,0.0,2.0,5.0,0.0,4.0,9.0
moving-pictures.csv,3.0,0.0,4.0,2.0,1.0,11.0,0.0,0.0,2.0,8.0
opensim4opencog.csv,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,3.0
plearn.csv,0.0,9.0,4.0,7.0,2.0,1.0,0.0,0.0,1.0,7.0
psrchive.csv,6.0,56.0,0.0,2.0,1.0,11.0,2.0,0.0,1.0,8.0
re2c.csv,7.0,0.0,7.0,56.0,2.0,1.0,0.0,0.0,0.0,7.0
rebecca-aiml.csv,2.0,2.0,5.0,5.0,2.0,11.0,2.0,0.0,0.0,5.0
xfce.csv,1.0,0.0,7.0,12.0,3.0,13.0,0.0,0.0,1.0,8.0
