,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.29,0.58,0.25,0.51,0.58,0.13,0.98,0.34,0.35,0.4,0.3,0.47,0.15,0.12,0.0,0.34,0.42,0.39
dspace-gsoc.csv,0.27,0.39,0.5,0.36,0.33,0.1,0.29,0.49,0.21,0.51,0.97,0.42,0.09,0.34,0.0,0.27,0.25,0.24
fbmanager.csv,0.57,0.52,0.99,0.77,0.7,0.59,0.63,0.76,0.35,0.46,0.47,0.69,0.16,0.32,0.09,0.41,0.49,0.59
fido.csv,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
freenet.csv,0.52,0.68,0.51,0.56,1.0,0.57,0.65,0.63,0.21,0.64,0.74,0.67,0.1,0.43,0.08,0.39,0.38,0.93
geogebra.csv,0.43,0.44,0.36,0.81,0.63,0.79,0.44,0.78,0.21,0.24,0.27,0.65,0.04,0.58,0.08,0.47,0.94,0.22
google-caja.csv,0.7,0.64,0.69,0.79,0.73,0.77,0.7,0.99,0.21,0.68,0.71,0.69,0.09,0.42,0.08,0.46,0.41,0.94
itext.csv,0.51,0.67,0.53,0.66,0.66,0.58,0.6,0.66,0.36,0.44,0.41,1.0,0.24,0.63,0.1,0.5,0.53,0.51
k3b.csv,0.56,0.61,0.72,0.76,0.69,0.57,0.68,0.78,0.35,0.99,0.58,0.7,0.16,0.56,0.11,0.51,0.48,0.85
megameknet.csv,0.36,0.68,0.35,0.76,0.61,0.51,0.53,0.62,0.34,0.48,0.5,0.63,0.05,0.31,0.13,0.95,0.41,0.93
myfaces.csv,0.64,0.58,0.67,0.77,0.72,0.81,0.58,0.71,0.93,0.78,0.72,0.61,0.03,0.26,0.07,0.3,0.29,0.62
onotoa.csv,0.64,0.64,0.65,0.68,0.7,0.99,0.63,0.68,0.18,0.71,0.65,0.3,0.05,0.32,0.06,0.29,0.3,0.66
paintown.csv,0.99,0.65,0.55,0.69,0.68,0.73,0.48,0.65,0.28,0.61,0.5,0.49,0.08,0.52,0.05,0.41,0.41,0.65
powerfolder.csv,0.0,0.0,0.06,0.04,0.02,0.0,0.14,0.07,0.28,0.0,0.15,0.0,1.0,0.23,0.0,0.17,0.22,0.0
smartgwt.csv,0.52,0.56,0.68,0.76,0.65,0.73,0.49,0.6,0.24,0.67,0.63,0.64,0.11,0.96,0.05,0.38,0.39,0.47
sqlpower-library.csv,0.64,0.65,0.53,0.97,0.73,0.56,0.63,0.76,0.34,0.73,0.64,0.68,0.18,0.35,0.15,0.48,0.41,0.87
triplea.csv,0.65,0.98,0.63,0.77,0.76,0.57,0.52,0.73,0.3,0.76,0.58,0.62,0.16,0.68,0.02,0.45,0.47,0.78
