,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.11,0.24,0.26,0.06,0.24,0.0,0.0,0.04,0.06,0.25,0.16,0.17,0.06,0.0,0.02,0.2,0.16,0.0
dspace-gsoc.csv,0.12,0.24,0.16,0.53,0.03,0.0,0.3,0.33,0.39,0.17,0.0,0.13,0.31,0.08,0.12,0.16,0.19,1.0
fbmanager.csv,0.33,0.38,0.0,0.47,0.68,0.56,0.22,0.44,0.29,0.21,0.47,0.27,0.34,0.64,0.4,0.37,0.39,0.0
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freenet.csv,0.52,0.71,0.68,0.29,0.01,0.38,0.7,0.41,0.7,0.79,0.68,0.87,0.6,0.35,0.7,0.5,0.59,1.0
geogebra.csv,0.03,0.14,0.35,0.82,0.78,0.62,0.04,0.85,0.16,0.08,0.16,0.73,0.87,0.04,0.87,0.06,0.01,0.0
google-caja.csv,0.33,0.62,0.32,0.47,0.72,1.0,0.59,0.0,0.84,0.42,0.42,0.33,0.88,0.61,0.95,0.44,0.65,1.0
itext.csv,0.11,0.48,0.32,0.29,0.32,0.44,0.37,0.19,0.24,0.21,0.37,0.0,0.21,0.18,0.15,0.22,0.28,0.0
k3b.csv,0.37,0.76,0.55,0.47,0.53,0.56,0.3,0.44,0.38,0.0,0.53,0.37,0.45,0.34,0.3,0.31,0.42,0.0
megameknet.csv,0.67,0.71,0.13,0.29,0.25,0.25,0.33,0.48,0.28,0.5,0.47,0.83,0.55,0.81,0.38,0.01,0.45,1.0
myfaces.csv,0.93,0.57,0.94,0.88,0.85,0.69,0.7,0.96,0.01,0.88,0.84,0.93,0.94,0.09,0.99,0.88,0.9,0.0
onotoa.csv,0.82,0.62,0.77,0.82,0.73,0.0,0.93,0.7,0.83,0.71,0.84,0.17,0.88,0.98,0.94,0.89,0.82,1.0
paintown.csv,0.01,0.24,0.19,0.65,0.54,0.88,0.52,0.52,0.66,0.33,0.32,0.3,0.72,0.46,0.66,0.7,0.51,0.0
powerfolder.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0
smartgwt.csv,0.53,0.57,0.35,0.47,0.57,0.56,0.26,0.63,0.4,0.67,0.53,0.43,0.4,0.0,0.72,0.41,0.58,0.0
sqlpower-library.csv,0.66,0.67,0.77,0.06,0.7,0.56,0.85,0.56,0.36,0.71,0.58,0.93,0.3,0.66,0.33,0.3,0.39,1.0
triplea.csv,0.51,0.0,0.39,0.47,0.68,0.56,0.59,0.67,0.65,0.79,0.42,0.7,0.45,0.07,0.73,0.32,0.37,1.0
