,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.62,0.75,0.43,0.94,0.79,1.0,1.0,0.94,0.42,0.73,0.7,0.71,0.12,1.0,0.0,0.34,0.43,1.0
dspace-gsoc.csv,0.57,0.64,0.72,0.57,0.93,1.0,0.43,0.76,0.14,0.84,1.0,0.71,0.05,0.49,0.0,0.3,0.27,0.89
fbmanager.csv,0.61,0.64,1.0,0.81,0.67,0.8,0.71,0.82,0.25,0.79,0.61,0.73,0.09,0.22,0.05,0.32,0.36,1.0
fido.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
freenet.csv,0.49,0.62,0.48,0.8,0.99,0.84,0.54,0.79,0.13,0.65,0.69,0.54,0.05,0.34,0.04,0.28,0.26,0.98
geogebra.csv,0.9,0.77,0.48,0.75,0.61,0.85,0.89,0.74,0.19,0.8,0.67,0.55,0.02,0.78,0.04,0.63,0.98,1.0
google-caja.csv,0.67,0.62,0.7,0.81,0.68,0.78,0.59,1.0,0.12,0.78,0.75,0.7,0.04,0.29,0.04,0.33,0.27,0.98
itext.csv,0.76,0.68,0.62,0.83,0.77,0.82,0.62,0.89,0.27,0.78,0.61,1.0,0.14,0.56,0.06,0.43,0.42,1.0
k3b.csv,0.58,0.57,0.63,0.8,0.71,0.79,0.69,0.83,0.23,1.0,0.66,0.69,0.08,0.42,0.06,0.4,0.35,1.0
megameknet.csv,0.35,0.62,0.67,0.86,0.79,0.87,0.59,0.76,0.24,0.65,0.62,0.52,0.03,0.2,0.07,0.96,0.29,0.98
myfaces.csv,0.48,0.6,0.52,0.72,0.65,0.84,0.5,0.69,0.94,0.71,0.64,0.49,0.02,0.39,0.04,0.19,0.18,1.0
onotoa.csv,0.5,0.62,0.54,0.69,0.66,1.0,0.49,0.72,0.11,0.71,0.61,0.58,0.03,0.2,0.03,0.18,0.19,0.97
paintown.csv,0.99,0.78,0.71,0.73,0.7,0.78,0.48,0.76,0.17,0.78,0.7,0.61,0.04,0.37,0.03,0.26,0.29,1.0
powerfolder.csv,0.0,0.0,1.0,1.0,0.67,0.0,1.0,1.0,0.42,0.0,1.0,0.0,1.0,1.0,0.0,0.54,0.79,0.0
smartgwt.csv,0.49,0.59,0.68,0.8,0.68,0.84,0.61,0.71,0.16,0.7,0.68,0.63,0.06,1.0,0.03,0.29,0.27,1.0
sqlpower-library.csv,0.53,0.61,0.47,0.98,0.68,0.78,0.5,0.79,0.23,0.72,0.67,0.53,0.1,0.24,0.08,0.38,0.31,0.98
triplea.csv,0.58,1.0,0.64,0.81,0.7,0.79,0.48,0.75,0.18,0.71,0.69,0.54,0.08,0.72,0.01,0.36,0.35,0.97
