,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.19,0.47,0.18,0.35,0.47,0.07,0.96,0.21,0.29,0.28,0.19,0.35,0.2,0.07,0.0,0.35,0.41,0.24
dspace-gsoc.csv,0.18,0.28,0.38,0.26,0.2,0.05,0.22,0.36,0.42,0.36,0.94,0.29,0.4,0.26,0.0,0.25,0.24,0.14
fbmanager.csv,0.54,0.44,0.97,0.74,0.72,0.47,0.56,0.71,0.6,0.33,0.39,0.65,0.8,0.58,0.5,0.59,0.76,0.41
fido.csv,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
freenet.csv,0.54,0.75,0.56,0.43,1.0,0.43,0.81,0.53,0.65,0.62,0.81,0.88,0.8,0.59,0.75,0.67,0.72,0.88
geogebra.csv,0.28,0.31,0.29,0.89,0.65,0.74,0.3,0.83,0.23,0.14,0.17,0.79,0.4,0.46,1.0,0.38,0.91,0.12
google-caja.csv,0.72,0.66,0.68,0.76,0.8,0.76,0.85,0.99,0.75,0.6,0.67,0.68,1.0,0.8,1.0,0.75,0.85,0.9
itext.csv,0.38,0.66,0.47,0.54,0.58,0.45,0.59,0.53,0.56,0.31,0.31,1.0,0.8,0.71,0.25,0.58,0.72,0.34
k3b.csv,0.54,0.66,0.85,0.72,0.67,0.45,0.67,0.73,0.71,0.98,0.53,0.71,1.0,0.82,0.5,0.71,0.78,0.74
megameknet.csv,0.38,0.75,0.24,0.67,0.5,0.36,0.48,0.53,0.56,0.38,0.42,0.79,0.4,0.67,0.75,0.94,0.66,0.88
myfaces.csv,0.94,0.56,0.94,0.83,0.81,0.78,0.7,0.73,0.92,0.88,0.81,0.79,0.4,0.2,1.0,0.71,0.69,0.45
onotoa.csv,0.88,0.66,0.82,0.67,0.75,0.99,0.89,0.64,0.62,0.71,0.69,0.21,0.6,0.79,0.75,0.7,0.67,0.5
paintown.csv,0.99,0.56,0.44,0.65,0.66,0.69,0.48,0.56,0.83,0.5,0.39,0.41,0.8,0.88,0.5,0.87,0.73,0.48
powerfolder.csv,0.0,0.0,0.03,0.02,0.01,0.0,0.07,0.04,0.21,0.0,0.08,0.0,1.0,0.13,0.0,0.1,0.12,0.0
smartgwt.csv,0.56,0.53,0.68,0.72,0.62,0.65,0.41,0.53,0.48,0.64,0.58,0.65,0.6,0.92,0.5,0.57,0.74,0.31
sqlpower-library.csv,0.81,0.69,0.62,0.96,0.78,0.43,0.85,0.73,0.67,0.74,0.61,0.94,0.8,0.66,0.75,0.65,0.6,0.78
triplea.csv,0.75,0.97,0.62,0.74,0.83,0.45,0.56,0.71,0.9,0.81,0.5,0.74,1.0,0.64,0.25,0.61,0.7,0.66
