,recall,precision,pf,pci_20,ifa,wins
carabiner.csv,0.86,0.55,0.69,0.385,0.0,18
checker-framework.csv,0.805,0.52,0.675,0.46,1.0,11
customsagetv.csv,0.295,0.67,0.17,0.63,0.0,19
elvishrayrenderer.csv,0.535,0.5700000000000001,0.41000000000000003,0.45,2.0,3
guineu.csv,0.29000000000000004,0.47,0.33499999999999996,0.6950000000000001,1.0,13
inkscape.csv,0.735,0.475,0.685,0.495,1.0,7
mesa3d.csv,0.37,0.41000000000000003,0.325,0.57,1.0,5
nsis.csv,0.705,0.43500000000000005,0.71,0.535,1.5,0
octave.csv,0.4,0.435,0.30500000000000005,0.61,1.5,4
oorexx.csv,0.46499999999999997,0.495,0.35,0.56,1.0,15
owfs.csv,0.735,0.5,0.615,0.435,1.5,2
owlib.csv,0.605,0.59,0.41000000000000003,0.345,1.0,14
prelude.csv,0.95,0.48,0.845,0.4,1.0,6
robocode.csv,0.555,0.5,0.405,0.45,1.0,8
tencompetence.csv,0.23,0.37,0.225,0.825,1.0,12
trinitycore.csv,0.33999999999999997,0.39,0.255,0.71,0.5,16
uwom-server.csv,0.405,0.5,0.32,0.51,1.0,10
xfce.csv,0.655,0.5549999999999999,0.58,0.41000000000000003,1.0,9
zengine.csv,0.96,0.48,0.9450000000000001,0.395,1.0,1
zildo.csv,0.61,0.625,0.36,0.45999999999999996,1.0,17
