,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.5,0.43,0.47,0.69,0.53,0.35,0.36,0.67
enlightenment.csv,0.47,0.4,0.42,0.47,0.41,0.39,0.37,0.42
ffigo.csv,0.54,0.74,0.72,0.0,0.0,0.93,0.41,0.5
ildjit.csv,0.58,0.78,1.0,0.74,0.44,0.79,0.67,0.67
jfreereport.csv,0.96,0.91,0.78,0.99,0.75,0.86,0.68,0.5
psycle.csv,0.49,0.43,0.43,0.46,0.4,0.33,0.43,0.55
wikipediardware.csv,0.43,0.41,0.42,0.42,0.41,0.4,0.38,0.48
wxjs.csv,0.89,0.5,0.99,0.67,0.0,0.68,0.0,0.67
