,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.38,0.85,0.45,0.88,0.65,0.71,0.93,0.61
anaxagora.csv,0.32,0.71,0.32,0.62,0.62,0.38,0.36,0.35
botsnscouts.csv,0.43,0.35,0.34,0.44,0.43,0.4,0.33,0.39
emisview.csv,0.35,0.5,0.53,0.63,0.78,0.46,0.91,0.68
matrex.csv,0.5,0.58,0.49,0.57,0.9,0.44,0.94,0.97
mediaportal.csv,0.86,0.86,0.62,0.64,0.93,0.91,0.9,0.53
mediate.csv,0.34,0.5,0.48,0.45,0.56,0.38,0.7,0.63
ontopia.csv,0.42,0.36,0.47,0.57,0.55,0.51,0.44,0.56
