,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.35,0.09,0.37,0.04,0.17,0.23,0.29,0.2
anaxagora.csv,0.74,0.21,1.0,0.44,0.19,0.87,0.71,0.56
botsnscouts.csv,0.23,0.49,0.97,0.22,0.4,0.32,0.86,0.48
emisview.csv,0.42,0.26,0.43,0.37,0.16,0.49,0.21,0.35
matrex.csv,0.03,0.42,0.4,0.3,0.07,0.17,0.07,0.05
mediaportal.csv,0.06,0.06,0.2,0.11,0.1,0.11,0.14,0.26
mediate.csv,0.58,0.4,0.47,0.44,0.49,0.89,0.36,0.43
ontopia.csv,0.68,0.75,0.57,0.33,0.56,0.31,0.21,0.46
