,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.82,0.35,0.46,0.26,0.38,0.25,0.13,0.47
anaxagora.csv,0.82,0.43,1.0,0.33,0.62,0.77,0.84,0.8
botsnscouts.csv,0.73,0.61,0.92,0.7,0.62,0.77,0.75,0.68
emisview.csv,0.82,0.78,0.49,0.33,0.48,0.51,0.11,0.47
matrex.csv,0.05,0.17,0.64,0.48,0.1,0.82,0.2,0.1
mediaportal.csv,0.23,0.17,0.26,0.3,0.19,0.21,0.11,0.54
mediate.csv,0.91,0.48,0.72,0.7,0.48,0.86,0.29,0.53
ontopia.csv,0.55,0.7,0.54,0.44,0.43,0.63,0.8,0.57
