,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.66,0.72,0.62,0.71,0.62,0.58,0.69,0.43,0.51
graphmak.csv,0.46,0.61,0.8,0.57,0.6,0.25,0.55,0.1,0.47
guineu.csv,0.68,0.45,0.28,0.14,0.31,0.27,0.31,0.4,0.48
jhotdraw.csv,0.48,0.13,0.5,0.64,0.6,0.45,0.57,0.38,0.58
ofbiz.csv,0.51,0.58,0.63,0.57,0.53,0.52,0.58,0.51,0.73
pdfedit.csv,0.53,0.5,0.46,0.76,0.57,0.54,0.57,0.56,0.39
pokeglobal.csv,0.53,0.73,0.59,0.09,0.21,0.0,0.68,0.7,0.6
red5.csv,0.4,0.47,0.49,0.39,0.21,0.72,0.61,0.79,0.5
twostep.csv,0.32,0.75,0.64,0.62,0.65,0.67,0.73,0.85,0.63
