,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.38,0.4,0.61,0.41,0.44,0.36,0.5,0.42,0.61,0.51,0.14,0.48,0.95,0.39,0.61,0.35,0.33,0.48
arm-webradio.csv,0.3,0.68,0.63,0.53,0.66,0.29,0.23,0.2,0.49,0.7,0.15,0.28,0.31,0.63,0.46,0.36,0.17,0.98
bwapi.csv,0.54,0.45,0.71,0.35,0.64,0.6,0.67,0.34,0.28,0.5,0.54,0.74,0.65,0.85,0.63,1.0,0.5,0.57
co-ode-owl-plugins.csv,0.17,0.4,0.2,0.18,0.37,0.15,0.0,1.0,0.28,0.31,0.0,0.19,0.2,0.4,0.29,0.24,0.0,0.72
firebreath.csv,0.31,0.47,0.72,0.59,0.43,0.94,0.61,0.44,0.59,0.6,0.52,0.54,0.57,0.45,0.68,0.24,0.79,0.34
frogatto.csv,0.38,0.11,0.77,0.62,0.6,0.42,0.54,0.32,0.28,0.45,0.4,0.49,0.43,0.88,1.0,0.13,0.59,0.7
gretl.csv,0.42,0.49,0.59,0.13,0.45,0.21,0.67,0.66,0.31,0.38,0.41,0.99,0.51,0.9,0.61,0.55,0.16,0.7
jasperreports.csv,0.04,0.0,0.2,0.02,0.24,0.0,0.0,0.07,0.0,0.16,0.0,0.0,0.0,0.93,0.04,0.0,0.0,0.0
konversation.csv,0.07,0.4,1.0,0.16,0.39,0.1,0.0,0.0,0.09,0.0,0.14,0.29,0.37,0.31,0.26,0.07,0.33,0.36
linuxsh.csv,0.36,1.0,0.62,0.4,0.74,0.48,0.0,0.07,0.59,0.56,0.07,0.12,0.13,0.61,0.47,0.22,0.0,0.27
moviesandbox.csv,0.47,0.64,0.8,0.37,0.96,0.49,0.12,0.2,0.37,0.55,0.14,0.49,0.45,0.64,0.29,0.41,0.17,0.61
ontomorphtab.csv,0.98,0.36,0.71,0.7,0.71,0.64,0.65,0.59,0.72,0.6,0.43,0.49,0.54,0.76,0.6,0.57,0.76,0.64
opengs.csv,0.24,0.21,0.1,0.38,0.48,0.12,0.06,0.2,1.0,0.37,0.07,0.38,0.38,0.66,0.29,0.09,0.34,0.53
scite-ru.csv,0.44,0.21,0.62,0.6,0.47,0.61,0.72,0.68,0.5,0.3,0.22,0.2,0.28,0.52,0.65,0.48,0.68,0.65
tokratan.csv,0.07,0.0,0.47,0.26,0.31,0.21,0.12,0.0,0.09,0.77,0.07,0.18,0.07,0.05,0.1,0.07,0.61,0.0
vrjuggler.csv,0.33,0.0,0.47,0.3,0.09,0.18,0.06,0.26,0.09,0.67,0.84,0.02,0.0,0.14,0.35,0.02,0.17,0.0
wxcode.csv,0.07,0.0,0.47,0.09,0.09,0.02,0.17,0.0,0.0,0.24,0.0,0.18,0.12,0.36,0.07,0.04,1.0,0.0
xuggle.csv,0.43,0.64,0.38,0.91,0.52,0.48,0.33,0.65,0.62,0.52,0.29,0.17,0.36,0.36,0.32,0.59,0.48,0.25
