,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.74,0.72,0.48,0.68,0.71,0.78,0.64,0.72,0.71,0.71,0.9,0.62,0.06,0.69,0.6,0.74,0.76,0.58
arm-webradio.csv,0.75,0.38,0.43,0.58,0.48,0.76,0.82,0.83,0.63,0.38,0.88,0.78,0.78,0.57,0.62,0.83,0.86,0.03
bwapi.csv,0.53,0.76,0.64,0.9,0.58,0.73,0.67,0.91,0.76,0.61,0.81,0.5,0.61,0.41,0.47,0.0,0.8,0.52
co-ode-owl-plugins.csv,0.86,0.71,0.88,0.86,0.69,0.89,1.0,0.01,0.83,0.75,1.0,0.85,0.85,0.66,0.77,1.04,1.01,0.36
firebreath.csv,0.97,0.68,0.45,0.54,0.67,0.07,0.63,0.88,0.64,0.7,0.75,0.7,0.73,0.86,0.45,0.81,0.42,0.94
frogatto.csv,0.68,0.95,0.44,0.52,0.5,0.65,0.59,0.8,0.79,0.63,0.82,0.59,0.66,0.26,0.0,0.95,0.52,0.51
gretl.csv,0.87,0.81,0.78,0.98,0.86,0.95,0.67,0.65,0.93,0.89,0.73,0.07,0.75,0.36,0.72,0.79,0.97,0.41
jasperreports.csv,0.97,1.0,0.83,0.98,0.8,1.0,1.0,0.95,1.0,0.87,1.0,1.0,1.0,0.08,0.97,1.0,1.0,1.0
konversation.csv,0.94,0.7,0.0,0.87,0.67,0.94,1.01,1.0,0.93,1.0,0.89,0.87,0.81,0.74,0.79,0.94,0.73,0.69
linuxsh.csv,0.7,0.0,0.44,0.66,0.4,0.58,1.0,0.95,0.54,0.53,0.94,0.9,0.92,0.48,0.59,0.85,1.0,0.77
moviesandbox.csv,0.6,0.5,0.33,0.72,0.05,0.66,0.97,0.85,0.7,0.6,0.89,0.83,0.77,0.47,0.82,0.68,0.93,0.51
ontomorphtab.csv,0.03,0.95,0.57,0.61,0.57,0.54,0.62,0.71,0.57,0.74,0.87,0.6,0.68,0.58,0.52,0.66,0.49,0.48
opengs.csv,0.81,0.83,0.92,0.69,0.57,0.9,0.95,0.86,0.0,0.7,0.95,0.69,0.74,0.44,0.76,0.93,0.72,0.54
scite-ru.csv,0.86,0.85,0.68,0.73,0.69,0.65,0.33,0.6,0.71,0.92,0.88,0.83,0.79,0.82,0.63,0.59,0.5,0.64
tokratan.csv,0.94,1.0,0.59,0.79,0.73,0.82,0.9,1.0,0.93,0.27,0.94,0.86,0.98,0.96,0.92,0.94,0.45,1.0
vrjuggler.csv,0.79,1.0,0.6,0.77,0.93,0.87,0.97,0.81,0.93,0.49,0.19,0.98,1.0,0.92,0.76,0.98,0.89,1.0
wxcode.csv,0.94,1.0,0.58,0.93,0.93,0.98,0.86,1.0,1.0,0.8,1.0,0.85,0.9,0.7,0.94,0.97,0.0,1.0
xuggle.csv,0.89,0.5,0.67,0.11,0.8,0.82,0.73,0.65,0.65,0.8,0.81,0.86,0.76,0.97,0.73,0.67,0.58,0.96
