,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.44,0.28,0.62,0.28,0.48,0.22,0.14,0.07,0.27,0.0,0.59
bdbbasic.csv,0.41,0.34,0.5,0.34,0.3,0.5,0.14,0.0,0.16,0.29,0.58
bibletime.csv,0.44,0.41,0.49,0.41,0.59,0.88,0.92,0.91,0.38,0.43,0.63
crux-framework.csv,0.57,0.31,0.06,0.53,0.15,0.84,0.76,0.62,0.41,0.5,0.12
etherboot.csv,0.01,0.1,0.0,0.03,0.39,0.02,0.16,0.99,0.08,0.93,0.76
gnukeda.csv,0.83,0.14,0.57,0.25,0.67,0.21,0.0,0.17,0.86,0.93,0.81
google-gears.csv,0.67,0.6,0.45,0.31,0.74,0.98,0.86,0.92,0.32,0.5,0.47
jnode.csv,0.03,0.34,0.2,0.34,0.1,0.05,0.12,0.03,0.22,0.14,0.21
openmeetings.csv,0.15,0.19,0.25,0.03,0.49,0.16,0.06,0.3,0.11,0.07,0.22
pgui.csv,0.6,0.58,0.0,0.47,0.56,0.71,0.65,0.29,0.3,0.57,1.0
wxcrp.csv,0.23,0.85,0.9,0.62,0.97,0.69,0.67,0.95,0.51,0.43,0.75
