,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.44,0.42,0.43,0.53,0.58,0.39,0.54,0.64,0.86,0.0,0.37
ivatamasks.csv,0.35,0.48,0.45,0.35,0.35,0.5,0.39,0.43,0.89,0.34,0.4
java-gnome.csv,0.61,0.95,0.97,0.42,0.58,0.89,0.65,0.74,0.43,0.5,0.56
orc.csv,0.75,0.41,0.63,0.58,0.94,0.41,0.58,0.63,0.8,0.0,0.67
plato.csv,0.35,0.4,0.32,0.55,0.46,0.51,0.43,0.61,0.94,0.4,0.41
rodin-b-sharp.csv,0.9,0.61,0.95,0.98,0.93,0.54,0.66,0.59,0.37,0.0,0.76
tycho.csv,0.85,0.53,0.96,0.79,0.81,0.9,0.76,0.97,0.94,0.58,0.57
umber.csv,0.52,0.39,0.29,0.4,0.46,0.42,0.39,0.45,0.38,0.44,0.4
unicase.csv,0.48,0.39,0.33,0.43,0.63,0.44,0.44,0.54,0.38,0.58,0.43
vienna-add-in.csv,0.53,0.58,0.34,0.56,0.58,0.54,0.73,0.46,0.94,0.56,0.66
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.42,0.38,0.42,0.38,0.4,0.39
