,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.52,0.47,0.5,0.7,0.73,0.76,0.51,0.56,0.49,0.66,0.49,0.58,0.61,0.62,0.48,0.6,0.63,0.43
archive-crawler.csv,0.94,0.93,0.54,0.92,0.98,0.92,0.93,0.59,0.49,0.89,0.84,0.74,0.8,0.92,0.92,0.82,0.64,0.67
customwars.csv,0.94,0.88,0.67,0.88,0.95,0.92,0.93,0.9,0.52,0.82,0.93,0.9,0.89,0.86,0.65,0.92,0.56,0.86
gbif-providertoolkit.csv,0.61,0.89,0.5,0.93,0.97,0.92,0.88,0.8,0.79,0.7,0.65,0.5,0.71,0.83,0.55,0.89,0.69,0.75
gss.csv,0.37,0.35,0.4,0.31,0.5,0.32,0.42,0.35,0.37,0.43,0.32,0.32,0.45,0.3,0.42,0.41,0.35,0.4
heekscad.csv,0.44,0.4,0.6,0.55,0.52,0.45,0.43,0.56,0.46,0.42,0.41,0.46,0.42,0.33,0.42,0.46,0.43,0.8
ikvm.csv,0.94,0.76,0.55,0.64,0.97,0.88,0.92,0.65,0.91,0.8,0.81,0.77,0.86,0.69,0.9,0.77,0.96,0.83
jaxen.csv,0.83,0.0,0.5,0.75,0.83,0.8,0.0,0.75,0.8,0.0,0.86,0.91,0.0,0.0,0.0,0.0,0.89,0.67
jcae.csv,0.67,0.0,0.0,0.9,0.89,0.8,0.0,0.0,0.67,0.0,0.91,0.8,0.0,0.0,0.0,0.0,0.88,0.5
levent.csv,0.64,0.83,0.48,0.4,0.62,0.5,0.64,0.5,0.5,0.83,0.48,0.43,0.58,0.47,0.58,0.6,0.97,0.45
nicepress.csv,0.67,0.55,0.67,0.53,0.61,0.58,0.64,0.7,0.92,0.58,0.94,0.6,0.62,0.88,0.57,0.64,0.62,0.69
pnotepad.csv,0.44,0.36,0.33,0.29,0.45,0.34,0.42,0.4,0.38,0.4,0.31,0.34,0.49,0.29,0.42,0.4,0.33,0.39
qcad2.csv,0.63,0.79,0.41,0.34,0.88,0.55,0.6,0.54,0.56,0.71,0.51,0.47,0.84,0.39,0.67,0.75,0.53,0.61
qedo.csv,0.67,0.96,0.5,0.5,0.94,0.83,0.5,0.0,0.0,0.95,0.67,0.83,0.94,0.0,0.95,0.83,0.95,0.5
quarkplusplus.csv,0.61,0.51,0.45,0.49,0.79,0.61,0.61,0.5,0.44,0.61,0.58,0.5,0.7,0.73,0.51,0.58,0.63,0.58
sigil.csv,0.46,0.62,0.55,0.41,0.57,0.5,0.43,0.48,0.36,0.49,0.33,0.42,0.48,0.37,0.49,0.47,0.51,0.56
xcsoar.csv,0.42,0.5,0.4,0.34,0.52,0.38,0.46,0.42,0.45,0.49,0.39,0.4,0.5,0.37,0.4,0.5,0.41,0.61
xuggle.csv,0.75,0.63,0.56,0.44,0.98,0.61,0.8,0.78,0.71,0.89,0.65,0.53,0.73,0.62,0.58,0.58,0.69,0.43
