,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.69,0.26,0.34,0.67,0.3,0.77,0.26,0.62,0.5,0.77,0.38
ikvm.csv,0.38,0.86,0.42,0.3,0.45,0.23,0.42,0.3,0.09,0.27,0.21
libtorrent.csv,0.46,0.46,0.69,0.58,0.5,0.44,0.71,0.64,0.56,0.61,0.77
mcmc-jags.csv,0.5,0.48,0.6,0.81,0.64,0.62,0.65,0.77,0.54,0.69,0.47
moast.csv,0.21,0.34,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.35,0.96
olap-navigator.csv,0.86,0.44,0.79,0.57,0.61,0.86,0.42,0.79,0.53,0.8,0.51
pidgin.csv,0.43,0.54,0.55,0.24,0.75,0.73,0.51,0.69,0.21,0.65,0.61
salasaga.csv,0.42,0.59,0.43,0.61,0.67,0.57,0.48,0.42,0.73,0.77,0.22
sepgsql.csv,0.59,0.47,0.81,0.31,0.67,0.6,0.4,0.7,0.56,0.81,0.92
sigil.csv,0.79,0.51,0.42,0.38,0.57,0.45,0.61,0.83,0.41,0.66,0.13
xtreemfs.csv,0.71,0.48,0.33,0.5,0.58,0.74,0.58,0.85,0.59,0.84,0.85
