,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.45,0.89,0.89,0.88,0.83,0.64,0.7,0.48
anaxagora.csv,0.85,0.88,0.4,0.75,0.95,0.6,0.91,0.59
botsnscouts.csv,0.33,0.31,0.57,0.44,0.55,0.46,0.93,0.37
emisview.csv,0.59,0.64,0.86,0.77,0.94,0.92,0.94,0.59
matrex.csv,0.88,0.49,0.41,0.5,0.66,0.46,0.8,0.73
mediaportal.csv,0.53,0.7,0.34,0.42,0.41,0.46,0.39,0.97
mediate.csv,0.39,0.36,0.47,0.45,0.59,0.4,0.56,0.46
ontopia.csv,0.81,0.4,0.65,0.39,0.59,0.62,0.38,0.45
