,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,1.0,0.3,0.21,0.3,0.33,0.39,0.21,0.64
anaxagora.csv,0.27,0.16,0.56,0.34,0.92,0.49,0.34,0.51
botsnscouts.csv,0.77,0.7,0.4,1.0,0.33,0.46,0.17,0.66
emisview.csv,0.49,0.97,0.21,0.26,0.23,0.23,0.2,0.45
matrex.csv,0.11,0.37,0.65,0.68,0.37,0.96,0.24,0.36
mediaportal.csv,0.43,0.29,0.0,0.49,0.32,0.38,0.42,0.83
mediate.csv,0.79,0.74,0.93,0.55,0.46,0.61,0.31,0.7
ontopia.csv,0.21,0.46,0.39,0.6,0.4,0.49,0.98,0.64
