,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.0,0.74,0.82,0.74,0.73,0.67,0.92,0.47
anaxagora.csv,0.81,0.91,0.77,0.76,0.1,0.59,0.71,0.64
botsnscouts.csv,0.47,0.62,0.79,0.0,0.79,0.63,0.9,0.59
emisview.csv,0.59,0.04,0.85,0.82,0.82,0.82,0.86,0.68
matrex.csv,0.93,0.85,0.62,0.45,0.72,0.05,0.84,0.71
mediaportal.csv,0.84,0.9,1.01,0.83,0.92,0.93,0.88,0.2
mediate.csv,0.41,0.52,0.08,0.57,0.69,0.58,0.84,0.46
ontopia.csv,0.91,0.85,0.76,0.73,0.77,0.59,0.03,0.63
