,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.0,0.12,0.1,0.06,0.1,0.23,0.03,0.49,0.08,0.15,0.22,0.0,0.12
emono.csv,0.22,0.51,0.22,0.56,0.39,0.67,0.4,0.19,0.45,0.67,0.49,0.74,0.0
freedom-erp.csv,0.06,0.07,0.07,0.03,0.0,0.0,0.0,0.01,0.02,0.02,0.1,0.02,0.1
haggle.csv,0.37,0.11,0.11,0.45,0.0,0.1,0.47,0.03,0.1,0.12,0.04,0.16,0.0
jbpm.csv,0.03,0.0,0.0,0.08,0.0,0.27,0.0,0.07,0.02,0.07,0.0,0.07,0.02
jgossipforum.csv,0.11,0.02,0.14,0.26,0.17,0.13,0.0,0.0,0.0,0.0,0.0,0.02,0.0
joustsim.csv,0.32,0.09,0.41,0.23,0.61,0.03,0.62,0.1,0.06,0.0,0.18,0.12,0.26
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.16,0.08,0.14,0.02,0.02,0.03,0.03,0.06,0.0,0.05,0.0,0.0,0.0
mediate.csv,0.56,0.48,0.41,0.26,0.61,0.03,0.38,0.24,0.5,0.28,0.35,0.47,0.26
pustefix.csv,0.56,0.64,0.74,0.0,0.15,0.27,0.15,0.39,0.5,0.27,0.04,0.05,0.21
synecdoche.csv,0.14,0.31,0.31,0.26,0.22,0.83,0.38,0.44,0.28,0.27,0.29,0.0,0.52
tmva.csv,0.52,0.78,0.5,0.26,0.39,0.53,0.0,0.84,0.73,0.82,0.47,0.35,0.5
