,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,1.0,0.1,0.0,0.0,0.1,0.35,0.25,0.58,0.0,0.11,0.14,0.12,0.17
emono.csv,0.35,0.62,0.37,0.59,0.46,0.65,0.62,0.37,0.73,0.59,0.77,0.5,0.99
freedom-erp.csv,0.23,0.07,0.0,0.0,0.0,0.04,0.0,0.97,0.0,0.0,0.29,0.0,0.07
haggle.csv,0.14,0.2,0.38,0.57,1.0,0.06,0.34,0.05,0.24,0.31,0.15,0.04,0.11
jbpm.csv,0.0,0.97,0.0,0.2,0.05,0.16,0.0,0.16,0.0,0.21,0.0,0.04,0.01
jgossipforum.csv,0.07,0.0,0.0,0.11,0.1,0.04,0.01,0.0,0.83,0.0,0.0,0.0,0.01
joustsim.csv,0.07,0.1,0.36,0.3,0.63,0.16,0.42,0.01,0.45,1.0,0.29,0.12,0.18
log4net.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.22,0.12,0.38,0.0,0.11,0.1,0.02,0.02,0.24,0.0,1.0,0.04,0.01
mediate.csv,0.69,0.37,0.88,0.47,0.55,0.99,0.61,0.48,0.23,0.4,0.52,0.52,0.38
pustefix.csv,0.57,0.61,0.31,0.93,0.11,0.45,0.22,0.29,0.42,0.4,0.0,0.09,0.21
synecdoche.csv,0.29,0.35,0.67,0.39,0.22,0.48,0.43,0.5,0.78,0.4,0.53,1.0,0.42
tmva.csv,0.45,0.52,0.63,0.2,0.47,0.65,0.98,0.48,0.57,0.48,0.6,0.48,0.65
