,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.0,18.0,133.0,84.0,3.0,1.0,0.0,0.0,224.0,9.0,5.0,0.0,0.0
emono.csv,2.0,44.0,9.0,1.0,1.0,0.0,1.0,0.0,64.0,22.0,15.0,3.0,0.0
freedom-erp.csv,0.0,9.0,133.0,84.0,114.0,0.0,225.0,0.0,224.0,70.0,1.0,71.0,0.0
haggle.csv,11.0,13.0,5.0,1.0,0.0,1.0,5.0,1.0,13.0,5.0,0.0,6.0,0.0
jbpm.csv,78.0,0.0,133.0,0.0,0.0,3.0,225.0,0.0,224.0,3.0,56.0,1.0,1.0
jgossipforum.csv,7.0,431.0,133.0,1.0,5.0,2.0,0.0,166.0,0.0,70.0,56.0,71.0,0.0
joustsim.csv,14.0,6.0,25.0,6.0,0.0,0.0,0.0,7.0,11.0,0.0,8.0,2.0,0.0
log4net.csv,78.0,431.0,0.0,84.0,114.0,68.0,225.0,166.0,224.0,70.0,56.0,71.0,121.0
madman.csv,2.0,3.0,4.0,84.0,0.0,0.0,1.0,2.0,1.0,70.0,0.0,0.0,0.0
mediate.csv,1.0,71.0,6.0,3.0,1.0,0.0,0.0,0.0,101.0,5.0,6.0,0.0,0.0
pustefix.csv,5.0,1.0,53.0,0.0,4.0,3.0,0.0,1.0,84.0,6.0,56.0,0.0,0.0
synecdoche.csv,4.0,6.0,2.0,6.0,0.0,1.0,0.0,0.0,38.0,7.0,5.0,0.0,0.0
tmva.csv,4.0,53.0,12.0,5.0,7.0,1.0,0.0,0.0,118.0,30.0,16.0,1.0,0.0
