,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,1.0,0.08,0.0,0.0,0.14,0.41,0.34,0.61,0.0,0.1,0.1,0.19,0.23
emono.csv,0.29,0.25,0.06,0.41,0.52,0.72,0.71,0.45,0.07,0.27,0.36,0.48,0.99
freedom-erp.csv,0.26,0.07,0.0,0.0,0.0,0.05,0.0,0.98,0.0,0.0,0.27,0.0,0.11
haggle.csv,0.1,0.18,0.11,0.41,1.0,0.09,0.42,0.08,0.07,0.29,0.18,0.05,0.16
jbpm.csv,0.0,0.97,0.0,0.25,0.08,0.19,0.0,0.23,0.0,0.24,0.0,0.06,0.02
jgossipforum.csv,0.08,0.0,0.0,0.1,0.14,0.05,0.01,0.0,0.89,0.0,0.0,0.0,0.02
joustsim.csv,0.05,0.09,0.03,0.28,0.71,0.22,0.52,0.02,0.19,1.0,0.21,0.16,0.23
log4net.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.21,0.11,0.09,0.0,0.17,0.14,0.05,0.04,0.29,0.0,1.0,0.07,0.02
mediate.csv,0.41,0.14,0.1,0.41,0.63,0.99,0.7,0.55,0.02,0.25,0.28,0.47,0.46
pustefix.csv,0.33,0.23,0.02,0.95,0.16,0.51,0.31,0.34,0.03,0.26,0.0,0.12,0.27
synecdoche.csv,0.28,0.17,0.09,0.34,0.29,0.71,0.52,0.55,0.11,0.26,0.31,1.0,0.49
tmva.csv,0.25,0.21,0.06,0.19,0.54,0.67,0.98,0.75,0.05,0.26,0.28,0.46,0.72
