,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.0,0.6,0.59,0.59,0.66
aime.csv,0.85,0.47,0.57,0.38,0.07
badtrinitycore.csv,0.77,0.71,0.76,0.13,0.89
electric-core.csv,0.65,0.62,0.09,0.7,0.65
olsrd.csv,0.75,0.01,0.86,0.78,0.56
